User,Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,Sentiment
payaltalk,"Yup, but please concentrate on #Mumbai, we are in the pits, no beds for n hospitals and no places in crematoriums #COVID19 #Maharashtra",2020-05-16 18:34:43+00:00,0,1,#Mumbai #COVID19 #Maharashtra,Mumbai,Yup but please concentrate on Mumbai we are in the pits no beds for n hospitals and no places in crematoriums COVID19 Maharashtra,Neutral
Sachins887999, % True @narendramodi @PMOIndia @AmitShah @AmitShahOffice @CMOMaharashtra @OfficeofUT @BJP4India @ShivSena @INCIndia @NCPspeaks #COVID19 #Covid_19 #Lockdown3 #Lockdown4,2020-05-16 18:33:23+00:00,1,1,#COVID19 #Covid_19 #Lockdown3 #Lockdown4,Mumbai,True COVID19 Covid 19 Lockdown3 Lockdown4,Positive
mandarkeni,"They are dying almost everyday but sadly not of #Covid19, they are dying of poverty, hunger, helplessness &amp; negligence of government. #MigrantLabourersDying",2020-05-16 18:13:29+00:00,5,15,#Covid19 #MigrantLabourersDying,Mumbai,They are dying almost everyday but sadly not of Covid19 they are dying of poverty hunger helplessness amp negligence of government MigrantLabourersDying,Positive
AnybodyCanHelp,There is no finer investment for anyone than offering food to the needy. & What's the Return?? Blessings which is counted in front of the Almighty. #FoodAid to 20 Families in Goregaon today by Team @AnybodyCanHelp in #COVID19 #lockdown days #Covid_19,2020-05-16 17:45:47+00:00,12,12,#FoodAid #COVID19 #lockdown #Covid_19,Mumbai,There is no finer investment for anyone than offering food to the needy What s the Return Blessings which is counted in front of the Almighty FoodAid to 20 Families in Goregaon today by Team in COVID19 lockdown days Covid 19,Neutral
TriptiRTiwari,@MamataOfficial the Most Callous CM &amp; @OfficeofUT the Most Inefficient.. Two Huge Failures in this #COVID19 Phase..,2020-05-16 17:17:51+00:00,2,8,#COVID19,Mumbai,the Most Callous CM amp the Most Inefficient Two Huge Failures in this COVID19 Phase,Positive
suryachaturvedi,Chasing the . . . #sun #sunrise #lake #clouds #travelphotography #covid19 #lockdown2020 #lockdown #lockdowndiaries #quarantine #stayhome #stayhome #stayhealthy #landscapephotography #landscape #yoga… https://www.instagram.com/p/CAQbgKip5C7/?igshid=1hmd4pxzyu2k8,2020-05-16 17:13:42+00:00,0,1,#sun #sunrise #lake #clouds #travelphotography #covid19 #lockdown2020 #lockdown #lockdowndiaries #quarantine #stayhome #stayhome #stayhome #stayhome #stayhealthy #landscapephotography #landscape #yoga,Mumbai,Chasing the sun sunrise lake clouds travelphotography covid19 lockdown2020 lockdown lockdowndiaries quarantine stayhome stayhome stayhealthy landscapephotography landscape yoga,Neutral
AshrafAhmedSha,Mumbai Lockdown Diaries: Online lessons and quiz sessions during spare times at home. #lockdown #Covid19 #pandemic #onlinequiz #elearing #IFS,2020-05-16 17:04:10+00:00,0,6,#lockdown #Covid19 #pandemic #onlinequiz #elearing #IFS,Mumbai,Mumbai Lockdown Diaries Online lessons and quiz sessions during spare times at home lockdown Covid19 pandemic onlinequiz elearing IFS,Neutral
DibasBehera,"#HerdImmunity #COVID19 #CoronaWarriorsIndia God in earth, Service before self moto and serving for nation to again functional as earlier. Herd immunity can achieve by vaccine else by antibodies who recovered. @narendramodi ji, plan for it as this is need to do...",2020-05-16 17:01:58+00:00,0,0,#HerdImmunity #COVID19 #CoronaWarriorsIndia,Mumbai,HerdImmunity COVID19 CoronaWarriorsIndia God in earth Service before self moto and serving for nation to again functional as earlier Herd immunity can achieve by vaccine else by antibodies who recovered ji plan for it as this is need to do,Neutral
tausifkokate,Pray For The Humanity... #LailatulQadr #COVID19 ,2020-05-16 17:01:44+00:00,0,7,#LailatulQadr #COVID19,Mumbai,Pray For The Humanity LailatulQadr COVID19,Neutral
Sachins887999,A Small Tribute From Our Team of #SionFriendCircle to our #CoronaWarriors @MumbaiPolice @CPMumbaiPolice @DGPMaharashtra who all R there out so that we can be #StaySafe during this #COVID19 #Covid_19 Thank U So much Sir Hope U Like this Tribute 4m our Side #JaiHind #JaiMaharashtra,2020-05-16 16:43:11+00:00,1,1,#SionFriendCircle #CoronaWarriors #StaySafe #COVID19 #Covid_19 #JaiHind #JaiMaharashtra,Mumbai,A Small Tribute From Our Team of SionFriendCircle to our CoronaWarriors who all R there out so that we can be StaySafe during this COVID19 Covid 19 Thank U So much Sir Hope U Like this Tribute 4m our Side JaiHind JaiMaharashtra,Negative
ashokkumarmajji,"— Working hard for other countries &amp; returned home with safety, security is called #ImmigrantWorker Mission: #VandeBharat Working hard in their own country &amp; returned home with punishment is called #MigrantWorker Mission: #VanishBharat #COVID19 #coronavirusinindia",2020-05-16 16:30:46+00:00,0,0,#ImmigrantWorker #VandeBharat #MigrantWorker #VanishBharat #COVID19 #coronavirusinindia,Mumbai,Working hard for other countries amp returned home with safety security is called ImmigrantWorker Mission VandeBharat Working hard in their own country amp returned home with punishment is called MigrantWorker Mission VanishBharat COVID19 coronavirusinindia,Negative
Aditigautam02,Doing what I do the best on weekends sleep #COVID19,2020-05-16 16:25:29+00:00,0,5,#COVID19,Mumbai,Doing what I do the best on weekends sleep COVID19,Positive
satejss,SET 02 - 52th day of nationwide lockdown 3 to coronavirus pandemic at Kandivali in Mumbai on 15/05/2020. @satejss #satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,2020-05-16 16:11:08+00:00,0,0,#satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,Mumbai,SET 02 52th day of nationwide lockdown 3 to coronavirus pandemic at Kandivali in Mumbai on 15 05 2020 satejshinde midday middayonline instaphoto lockdown3 52thday COVID19 kandivali samtanagar thakurvillage damunagar msrtc bestbus mumbaipolice constable,Neutral
satejss,SET 01 - 52th day of nationwide lockdown 3 to coronavirus pandemic at Kandivali in Mumbai on 15/05/2020. @satejss #satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,2020-05-16 16:10:48+00:00,0,1,#satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,Mumbai,SET 01 52th day of nationwide lockdown 3 to coronavirus pandemic at Kandivali in Mumbai on 15 05 2020 satejshinde midday middayonline instaphoto lockdown3 52thday COVID19 kandivali samtanagar thakurvillage damunagar msrtc bestbus mumbaipolice constable,Neutral
AjayDindian,"Mumbai records 884 new #COVID19 cases and 41 deaths, taking total case count to 18,396 and fatalities to 696 @ABPNews #COVID__19 #lockdown",2020-05-16 15:26:15+00:00,1,2,#COVID19 #COVID__19 #lockdown,Mumbai,Mumbai records 884 new COVID19 cases and 41 deaths taking total case count to 18 396 and fatalities to 696 COVID 19 lockdown,Positive
reporting_bug,Don't tell us what to do Show us how to do #COVID19 #India #indiangovernment #ModiGovtFailedLockdown #MODIJI_HelpUs #ModiEconomics #modispeech #ModiGovernment #modivideomessage,2020-05-16 15:20:42+00:00,0,0,#COVID19 #India #indiangovernment #ModiGovtFailedLockdown #MODIJI_HelpUs #ModiEconomics #modispeech #ModiGovernment #modivideomessage,Mumbai,Don t tell us what to do Show us how to do COVID19 India indiangovernment ModiGovtFailedLockdown MODIJI HelpUs ModiEconomics modispeech ModiGovernment modivideomessage,Neutral
MBTheGuide,#Mumbai 884 new #Covid19 cases and 41 deaths reported in #Mumbai 41 deaths in 24 hours is highest single day toll in #Mumbai @DeccanHerald,2020-05-16 15:16:42+00:00,3,3,#Mumbai #Covid19 #Mumbai #Mumbai,Mumbai,Mumbai 884 new Covid19 cases and 41 deaths reported in Mumbai 41 deaths in 24 hours is highest single day toll in Mumbai,Positive
NirajGala2,DO YOU AGREE? #gujaratichokro #funniest #funtime #coronavirus #flirtymemes #writerslife #thoughtprocess #imagination #powerofgirl #girlspower #quarantineandchill #covid19 #smallbusiness #timepass #creativity… https://www.instagram.com/p/CAQM15inJ4a/?igshid=1xv519rq3ktsb,2020-05-16 15:05:58+00:00,0,1,#gujaratichokro #funniest #funtime #coronavirus #flirtymemes #writerslife #thoughtprocess #imagination #powerofgirl #girlspower #quarantineandchill #covid19 #smallbusiness #timepass #creativity,Mumbai,DO YOU AGREE gujaratichokro funniest funtime coronavirus flirtymemes writerslife thoughtprocess imagination powerofgirl girlspower quarantineandchill covid19 smallbusiness timepass creativity,Neutral
vasudevkamath,"Can you check with the partner if there are signs of opening up, else I can cancel the order and order through some other channel. These products were specifically for lockdown. #Covid19 is going to be here for long.",2020-05-16 14:47:09+00:00,0,0,#Covid19,Mumbai,Can you check with the partner if there are signs of opening up else I can cancel the order and order through some other channel These products were specifically for lockdown Covid19 is going to be here for long,Negative
umangpat3l,It's not OVER.. #COVID19 #pandemic #coronavirus #BeSafe #stayhome,2020-05-16 14:44:03+00:00,0,0,#COVID19 #pandemic #coronavirus #BeSafe #stayhome #stayhome,Mumbai,It s not OVER COVID19 pandemic coronavirus BeSafe stayhome,Neutral
shivdarshan102,"#COVID19 Chronicles 16/5/20:Feels surreal,just like a http://dream.It’s given me time to introspect,ask my self difficult questions,appreciate human interaction &amp; indulge in goals that I always wanted to pursue.From such reflection would come even more effective action ",2020-05-16 13:39:42+00:00,0,2,#COVID19,Mumbai,COVID19 Chronicles 16 5 20 Feels surreal just like a given me time to introspect ask my self difficult questions appreciate human interaction amp indulge in goals that I always wanted to pursue From such reflection would come even more effective action,Positive
sirajnoorani,"There are 35 active cases of #COVID19 in #HimachalPradesh now, 35 have recovered while 3 have succumbed to the infection till date: State Health Department",2020-05-16 12:05:23+00:00,0,1,#COVID19 #HimachalPradesh,Mumbai,There are 35 active cases of COVID19 in HimachalPradesh now 35 have recovered while 3 have succumbed to the infection till date State Health Department,Negative
sirajnoorani,"No new case of #COVID19 reported today in #Chandigarh. The total number of positive cases stands at 191, of which 137 are active cases. The death toll is at 3. 51 patients have been cured/discharged till date: Chandigarh Health Department",2020-05-16 12:01:27+00:00,0,0,#COVID19 #Chandigarh,Mumbai,No new case of COVID19 reported today in Chandigarh The total number of positive cases stands at 191 of which 137 are active cases The death toll is at 3 51 patients have been cured discharged till date Chandigarh Health Department,Positive
sirajnoorani,"105 fresh cases of #COVID19 have been recorded in the last 24 hours in #WestBengal, taking the total number of cases to 2576 including 892 recoveries. Seven people succumbed to the infection in the last 24 hours: State Home Secretary Alapan Bandyopadhyay",2020-05-16 12:00:03+00:00,0,0,#COVID19 #WestBengal,Mumbai,105 fresh cases of COVID19 have been recorded in the last 24 hours in WestBengal taking the total number of cases to 2576 including 892 recoveries Seven people succumbed to the infection in the last 24 hours State Home Secretary Alapan Bandyopadhyay,Positive
sirajnoorani,"195 fresh cases of #COVID19 &amp; 3 deaths recorded in #UttarPradesh in the last 24 hours, taking total number of cases to 4140 &amp; death toll to 95. There are 1718 active cases in the state: Uttar Pradesh Health Department",2020-05-16 11:51:01+00:00,0,0,#COVID19 #UttarPradesh,Mumbai,195 fresh cases of COVID19 amp 3 deaths recorded in UttarPradesh in the last 24 hours taking total number of cases to 4140 amp death toll to 95 There are 1718 active cases in the state Uttar Pradesh Health Department,Positive
sirajnoorani,16 new positive #COVID19 cases reported in the last 24 hours. All of them are under treatment at designated COVID-19 healthcare hospitals. Most of them are asymptomatic: Border Security Force (#BSF),2020-05-16 11:39:33+00:00,0,0,#COVID19 #BSF,Mumbai,16 new positive COVID19 cases reported in the last 24 hours All of them are under treatment at designated COVID 19 healthcare hospitals Most of them are asymptomatic Border Security Force BSF,Positive
sirajnoorani,"Six new cases of #COVID19 have been recorded in Uttarakhand, taking total number of cases to 88 including 51 recoveries. Number of active cases stands at 36: #Uttarakhand Health Department",2020-05-16 11:39:09+00:00,0,0,#COVID19 #Uttarakhand,Mumbai,Six new cases of COVID19 have been recorded in Uttarakhand taking total number of cases to 88 including 51 recoveries Number of active cases stands at 36 Uttarakhand Health Department,Positive
sirajnoorani,"A 36-year-old man has tested positive for #COVID19 in #HimachalPradesh today, taking total number of cases to 77 in the state: Nipun Jindal, Special Secretary (Health)",2020-05-16 11:38:42+00:00,0,0,#COVID19 #HimachalPradesh,Mumbai,A 36 year old man has tested positive for COVID19 in HimachalPradesh today taking total number of cases to 77 in the state Nipun Jindal Special Secretary Health,Positive
ShahraDinesh,#Malnutrition and hunger are raising their heads due to #Covid19 outbreak. Scientific intervention and innovation is key to achieving food and nutritional security for all. #Agriculture #FoodSecurity #Nutrition,2020-05-16 11:24:00+00:00,0,1,#Malnutrition #Covid19 #Agriculture #FoodSecurity #Nutrition,Mumbai,Malnutrition and hunger are raising their heads due to Covid19 outbreak Scientific intervention and innovation is key to achieving food and nutritional security for all Agriculture FoodSecurity Nutrition,Negative
vshnv_c,"Serious action is needed against the chief of @PypAyurved #babaramdev who is actively spreading misinformation among the masses regarding the #COVID19 cure, and giving scientifically unproven advices for treating it. @AUThackeray @CMOMaharashtra",2020-05-16 10:07:37+00:00,0,1,#babaramdev #COVID19,Mumbai,Serious action is needed against the chief of babaramdev who is actively spreading misinformation among the masses regarding the COVID19 cure and giving scientifically unproven advices for treating it,Negative
SabaLadha7,"First sanitize, then do whatever guys. #trusaniz #handsanitizer #instagram #instagood #lockdown #staysafe #indiafightscorona #covid19 #stayhome #quarantinelife #shilpashetty #besaafbesafe@trusaniz @Mumbai, Maharashtra https://www.instagram.com/p/CAPpIpMFgmt/?igshid=wi3ctutchhqn",2020-05-16 09:54:21+00:00,0,0,#trusaniz #handsanitizer #instagram #instagood #lockdown #staysafe #indiafightscorona #covid19 #stayhome #stayhome #quarantinelife #shilpashetty #besaafbesafe,Mumbai,First sanitize then do whatever guys trusaniz handsanitizer instagram instagood lockdown staysafe indiafightscorona covid19 stayhome quarantinelife shilpashetty besaafbesafe Maharashtra,Positive
MotilalOswalPWM,"An insightful and inspirational #webinar session by Dr. @velumania, Creator - @Thyrocare sharing his journey &amp; traits of his #success ,Thryocare’s journey, and his view on #COVID19. #View: https://youtu.be/BHTHftvpuB4 #WinningWithKnowledge #ProudOfMOPrivateWealth",2020-05-16 09:42:22+00:00,10,35,#webinar #success #COVID19 #View #WinningWithKnowledge #ProudOfMOPrivateWealth,Mumbai,An insightful and inspirational webinar session by Dr Creator sharing his journey amp traits of his success Thryocare s journey and his view on COVID19 View WinningWithKnowledge ProudOfMOPrivateWealth,Positive
Mundra08,"Data shared by @jyotishelar from @THMumbai : As on 12th May, Mumbai's Critical care infrastructure Dedicated #COVID19 hospitals (DCH) Capacity : 3,663 Occupied : 3,496 (95%) DCH (ICU) Capacity : 421 Occupied : 387 (92%) DCHC : ~85% Occupied DCHC (ICU) : 100% Occupied ",2020-05-16 09:41:32+00:00,2,1,#COVID19,Mumbai,Data shared by from As on 12th May Mumbai s Critical care infrastructure Dedicated COVID19 hospitals DCH Capacity 3 663 Occupied 3 496 95 DCH ICU Capacity 421 Occupied 387 92 DCHC 85 Occupied DCHC ICU 100 Occupied,Neutral
nishjamvwal,Where are we going in terms of the future with #covid19 will things come back to normal? Is there a normal anymore? Has life permanently changed? #NishaJamVwal #ZoomConference Tweet @nishjamvwal #KeepTheLockdown #coronaupdatesindia,2020-05-16 09:35:20+00:00,0,7,#covid19 #NishaJamVwal #ZoomConference #KeepTheLockdown #coronaupdatesindia,Mumbai,Where are we going in terms of the future with covid19 will things come back to normal Is there a normal anymore Has life permanently changed NishaJamVwal ZoomConference Tweet KeepTheLockdown coronaupdatesindia,Positive
mayankbhagwat,#Mumbai 1140 policemen from #Mumbai and #Maharashtra have tested #Covid19 positive 10 men have lost their live battling the virus 268 men have recovered 862 (88 officers 774 men) are still under treatment @DGPMaharashtra @AnilDeshmukhNCP @IPS_Association @oiseaulibre3,2020-05-16 09:06:41+00:00,0,1,#Mumbai #Mumbai #Maharashtra #Covid19,Mumbai,Mumbai 1140 policemen from Mumbai and Maharashtra have tested Covid19 positive 10 men have lost their live battling the virus 268 men have recovered 862 88 officers 774 men are still under treatment Association,Positive
vijayrpandey,A small work was done by me for needy people during #Lockdown and it has been recognitsed through Appreciation letter. Thanks everyone. #CoronaWarriorsAward #Covid19 ,2020-05-16 07:39:09+00:00,29,46,#Lockdown #CoronaWarriorsAward #Covid19,Mumbai,A small work was done by me for needy people during Lockdown and it has been recognitsed through Appreciation letter Thanks everyone CoronaWarriorsAward Covid19,Negative
jatinjkothari,"3 more #COVID19 cases reported among Central Industrial Security Force (CISF) personnel in the last 24 hours, the total number of cases among the force, across the country is now at 118: #CISF #coronavirus #CoronaUpdatesInIndia #CoronavirusLockdown",2020-05-16 07:14:37+00:00,0,0,#COVID19 #CISF #coronavirus #CoronaUpdatesInIndia #CoronavirusLockdown,Mumbai,3 more COVID19 cases reported among Central Industrial Security Force CISF personnel in the last 24 hours the total number of cases among the force across the country is now at 118 CISF coronavirus CoronaUpdatesInIndia CoronavirusLockdown,Positive
sachinmedhekar,Anniversary celebrations In times of #COVID19 at #covidmumbai #Covid_19india,2020-05-16 06:12:54+00:00,1,2,#COVID19 #covidmumbai #Covid_19india,Mumbai,Anniversary celebrations In times of COVID19 at covidmumbai Covid 19india,Neutral
hwctindia,Water in Holy river of #Ganga sparking clean due to #Lockdown and no visitors! Fishes clearly enjoying the clean water and no #pollution! Truely loving it ! Please #like and #follow our page! http://www.human-welfare.org #nature #hwct #birds #corona #covid19 #peace,2020-05-16 06:12:36+00:00,1,4,#Ganga #Lockdown #pollution #like #follow #nature #hwct #birds #corona #covid19 #peace,Mumbai,Water in Holy river of Ganga sparking clean due to Lockdown and no visitors Fishes clearly enjoying the clean water and no pollution Truely loving it Please like and follow our page nature hwct birds corona covid19 peace,Positive
KapilSewani,Pseudo intellectuals are killing the economy #COVID19,2020-05-16 05:44:15+00:00,0,0,#COVID19,Mumbai,Pseudo intellectuals are killing the economy COVID19,Neutral
Mundra08,"https://m.economictimes.com/news/company/corporate-trends/india-incs-traditional-csr-may-end-up-in-containment/articleshow/75541815.cms ""Near &amp; medium-term focus of India’s CSR donors will be #COVID19 &amp; funding for traditional CSR activity will be severely impacted.( by 30-60%). Article by @Kiran_ET on 5th May. Sir, other areas of #publichealth will also get affected. Cc :@hegde_aparna",2020-05-16 05:40:18+00:00,1,3,#COVID19 #publichealth,Mumbai,Near amp medium term focus of India s CSR donors will be COVID19 amp funding for traditional CSR activity will be severely impacted by 30 60 Article by ET on 5th May Sir other areas of publichealth will also get affected Cc aparna,Negative
VidyutMShah,Why distance our self socially? We need #PhysicalDistancing and not #SocialDistancing in fight against #Covid19. @ndtv @ZeeNews @ABPNews @CatchNews @republic @indiatvnews @aajtak @,2020-05-16 05:29:45+00:00,0,0,#PhysicalDistancing #SocialDistancing #Covid19,Mumbai,Why distance our self socially We need PhysicalDistancing and not SocialDistancing in fight against Covid19,Positive
IamRitzBitzz05,What and why is this happening??? Why aren’t these people in masks and gloves? If this is to eradicate #COVID19 May the Almighty save them! ,2020-05-16 04:27:43+00:00,0,1,#COVID19,Mumbai,What and why is this happening Why aren t these people in masks and gloves If this is to eradicate COVID19 May the Almighty save them,Neutral
CVmagazine,Never an easy decision to make. @JCBmachines restructures with demands for its machines falling by half in #COVID19 ,2020-05-16 03:31:13+00:00,0,1,#COVID19,Mumbai,Never an easy decision to make restructures with demands for its machines falling by half in COVID19,Positive
niteeen4,"It's a blessing to moderate session on issues of #MSME with Brahma, Vishnu &amp; Mahesh of the subject @aajtak @BJP4India @ZeeBusiness @PTI_News @PIB_India @ZeeNews @TimesNow @Manisha3005 #MSMEs #webinar #COVID19 – at Mumbai",2020-05-16 03:17:30+00:00,1,4,#MSME #MSMEs #webinar #COVID19,Mumbai,It s a blessing to moderate session on issues of MSME with Brahma Vishnu amp Mahesh of the subject News India MSMEs webinar COVID19 at Mumbai,Negative
Gautamjaluka,@MumbaiPolice @CMOMaharashtra @DGPMaharashtra @OfficeofUT @PMOIndia @HMOIndia @WHO #COVID2019india #COVID19 so why we are House arrest last 60 days ?? ,2020-05-16 02:50:37+00:00,0,0,#COVID2019india #COVID19,Mumbai,COVID2019india COVID19 so why we are House arrest last 60 days,Negative
IAnuragChand,"Good Morning!! Just going through the news on @abpmajhatv at 7 AM. The news shown about #NaviMumbai has some corrections. The total cases of #covid19 is 1,048 but on @abpmajhatv it’s showing as 10,048 kindly correct. #StayHome #StaySafe Thanks.",2020-05-16 01:43:03+00:00,0,0,#NaviMumbai #covid19 #StayHome #StayHome #StaySafe,Mumbai,Good Morning Just going through the news on at 7 AM The news shown about NaviMumbai has some corrections The total cases of covid19 is 1 048 but on it s showing as 10 048 kindly correct StayHome StaySafe Thanks,Positive
santoshiitbhu,"#COVID19 Timely warning from the Oracle, T N Ninan in his weekend musings: https://www.business-standard.com/article/opinion/covid-19-big-picture-brace-for-a-disaster-much-bigger-than-you-expected-120051501271_1.html @bsindia Brace for a disaster much bigger than you expected.",2020-05-16 01:19:42+00:00,0,0,#COVID19,Mumbai,COVID19 Timely warning from the Oracle T N Ninan in his weekend musings Brace for a disaster much bigger than you expected,Negative
sdutta2911,Most unfortunate Fallout of #covid19 #WuhanVirus #layoffs not sure what the situation is @Uber Indian operations,2020-05-15 20:46:05+00:00,0,1,#covid19 #WuhanVirus #layoffs,Mumbai,Most unfortunate Fallout of covid19 WuhanVirus layoffs not sure what the situation is Indian operations,Negative
syedzama172,Shri @RahulGandhi ji will be addressing a Press Conference today (16th May) at 12 PM #Pressconference #RahulGandhi #Congress #IndiaFightsCorona #COVID19,2020-05-15 19:21:47+00:00,0,0,#Pressconference #RahulGandhi #Congress #IndiaFightsCorona #COVID19,Mumbai,Shri ji will be addressing a Press Conference today 16th May at 12 PM Pressconference RahulGandhi Congress IndiaFightsCorona COVID19,Neutral
prasenjit_dbroy,"Rule #1: Never Set It To 2020 Rule #2: Don't Forget Rule #1 #BackToTheFuture #DeLorean #DMC #McFly #Memes #Coronavirus #COVID19 #Pandemic to #Endemic @Mumbai, Maharashtra https://www.instagram.com/p/CAOE41zFFzO/?igshid=1wt1xnrfmxt6l",2020-05-15 19:17:36+00:00,0,1,#BackToTheFuture #DeLorean #DMC #McFly #Memes #Coronavirus #COVID19 #Pandemic #Endemic,Mumbai,Rule 1 Never Set It To 2020 Rule 2 Don t Forget Rule 1 BackToTheFuture DeLorean DMC McFly Memes Coronavirus COVID19 Pandemic to Endemic Maharashtra,Neutral
amtmindia,55 days in a row. We are way stronger than #covi̇d19 Your support is making us fill empty stomachs. Donate via http://www.amtmindia.org/donate/ Or Gpay : 9819380310 – at Animals Matter To Me,2020-05-15 17:58:28+00:00,7,35,#covi,Mumbai,55 days in a row We are way stronger than covi d19 Your support is making us fill empty stomachs Donate via Or Gpay 9819380310 at Animals Matter To Me,Negative
