User,Text,Date,Retweets,Favorites,HashTags,City
ashokkumarmajji,"— Working hard for other countries &amp; returned home with safety, security is called #ImmigrantWorker Mission: #VandeBharat Working hard in their own country &amp; returned home with punishment is called #MigrantWorker Mission: #VanishBharat #COVID19 #coronavirusinindia",2020-05-16 16:30:46+00:00,0,0,#ImmigrantWorker #VandeBharat #MigrantWorker #VanishBharat #COVID19 #coronavirusinindia,Mumbai
Aditigautam02,Doing what I do the best on weekends sleep #COVID19,2020-05-16 16:25:29+00:00,0,5,#COVID19,Mumbai
satejss,SET 02 - 52th day of nationwide lockdown 3 to coronavirus pandemic at Kandivali in Mumbai on 15/05/2020. @satejss #satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,2020-05-16 16:11:08+00:00,0,0,#satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,Mumbai
satejss,SET 01 - 52th day of nationwide lockdown 3 to coronavirus pandemic at Kandivali in Mumbai on 15/05/2020. @satejss #satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,2020-05-16 16:10:48+00:00,0,1,#satejshinde #midday #middayonline #instaphoto #lockdown3 #52thday #COVID19 #kandivali #samtanagar #thakurvillage #damunagar #msrtc #bestbus #mumbaipolice #constable,Mumbai
AjayDindian,"Mumbai records 884 new #COVID19 cases and 41 deaths, taking total case count to 18,396 and fatalities to 696 @ABPNews #COVID__19 #lockdown",2020-05-16 15:26:15+00:00,1,2,#COVID19 #COVID__19 #lockdown,Mumbai
reporting_bug,Don't tell us what to do Show us how to do #COVID19 #India #indiangovernment #ModiGovtFailedLockdown #MODIJI_HelpUs #ModiEconomics #modispeech #ModiGovernment #modivideomessage,2020-05-16 15:20:42+00:00,0,0,#COVID19 #India #indiangovernment #ModiGovtFailedLockdown #MODIJI_HelpUs #ModiEconomics #modispeech #ModiGovernment #modivideomessage,Mumbai
MBTheGuide,#Mumbai 884 new #Covid19 cases and 41 deaths reported in #Mumbai 41 deaths in 24 hours is highest single day toll in #Mumbai @DeccanHerald,2020-05-16 15:16:42+00:00,3,3,#Mumbai #Covid19 #Mumbai #Mumbai,Mumbai
NirajGala2,DO YOU AGREE? #gujaratichokro #funniest #funtime #coronavirus #flirtymemes #writerslife #thoughtprocess #imagination #powerofgirl #girlspower #quarantineandchill #covid19 #smallbusiness #timepass #creativity… https://www.instagram.com/p/CAQM15inJ4a/?igshid=1xv519rq3ktsb,2020-05-16 15:05:58+00:00,0,1,#gujaratichokro #funniest #funtime #coronavirus #flirtymemes #writerslife #thoughtprocess #imagination #powerofgirl #girlspower #quarantineandchill #covid19 #smallbusiness #timepass #creativity,Mumbai
vasudevkamath,"Can you check with the partner if there are signs of opening up, else I can cancel the order and order through some other channel. These products were specifically for lockdown. #Covid19 is going to be here for long.",2020-05-16 14:47:09+00:00,0,0,#Covid19,Mumbai
umangpat3l,It's not OVER.. #COVID19 #pandemic #coronavirus #BeSafe #stayhome,2020-05-16 14:44:03+00:00,0,0,#COVID19 #pandemic #coronavirus #BeSafe #stayhome #stayhome,Mumbai
shivdarshan102,"#COVID19 Chronicles 16/5/20:Feels surreal,just like a http://dream.It’s given me time to introspect,ask my self difficult questions,appreciate human interaction &amp; indulge in goals that I always wanted to pursue.From such reflection would come even more effective action ",2020-05-16 13:39:42+00:00,0,2,#COVID19,Mumbai
sirajnoorani,"There are 35 active cases of #COVID19 in #HimachalPradesh now, 35 have recovered while 3 have succumbed to the infection till date: State Health Department",2020-05-16 12:05:23+00:00,0,1,#COVID19 #HimachalPradesh,Mumbai
sirajnoorani,"No new case of #COVID19 reported today in #Chandigarh. The total number of positive cases stands at 191, of which 137 are active cases. The death toll is at 3. 51 patients have been cured/discharged till date: Chandigarh Health Department",2020-05-16 12:01:27+00:00,0,0,#COVID19 #Chandigarh,Mumbai
sirajnoorani,"105 fresh cases of #COVID19 have been recorded in the last 24 hours in #WestBengal, taking the total number of cases to 2576 including 892 recoveries. Seven people succumbed to the infection in the last 24 hours: State Home Secretary Alapan Bandyopadhyay",2020-05-16 12:00:03+00:00,0,0,#COVID19 #WestBengal,Mumbai
sirajnoorani,"195 fresh cases of #COVID19 &amp; 3 deaths recorded in #UttarPradesh in the last 24 hours, taking total number of cases to 4140 &amp; death toll to 95. There are 1718 active cases in the state: Uttar Pradesh Health Department",2020-05-16 11:51:01+00:00,0,0,#COVID19 #UttarPradesh,Mumbai
sirajnoorani,16 new positive #COVID19 cases reported in the last 24 hours. All of them are under treatment at designated COVID-19 healthcare hospitals. Most of them are asymptomatic: Border Security Force (#BSF),2020-05-16 11:39:33+00:00,0,0,#COVID19 #BSF,Mumbai
sirajnoorani,"Six new cases of #COVID19 have been recorded in Uttarakhand, taking total number of cases to 88 including 51 recoveries. Number of active cases stands at 36: #Uttarakhand Health Department",2020-05-16 11:39:09+00:00,0,0,#COVID19 #Uttarakhand,Mumbai
sirajnoorani,"A 36-year-old man has tested positive for #COVID19 in #HimachalPradesh today, taking total number of cases to 77 in the state: Nipun Jindal, Special Secretary (Health)",2020-05-16 11:38:42+00:00,0,0,#COVID19 #HimachalPradesh,Mumbai
ShahraDinesh,#Malnutrition and hunger are raising their heads due to #Covid19 outbreak. Scientific intervention and innovation is key to achieving food and nutritional security for all. #Agriculture #FoodSecurity #Nutrition,2020-05-16 11:24:00+00:00,0,1,#Malnutrition #Covid19 #Agriculture #FoodSecurity #Nutrition,Mumbai
vshnv_c,"Serious action is needed against the chief of @PypAyurved #babaramdev who is actively spreading misinformation among the masses regarding the #COVID19 cure, and giving scientifically unproven advices for treating it. @AUThackeray @CMOMaharashtra",2020-05-16 10:07:37+00:00,0,1,#babaramdev #COVID19,Mumbai
SabaLadha7,"First sanitize, then do whatever guys. #trusaniz #handsanitizer #instagram #instagood #lockdown #staysafe #indiafightscorona #covid19 #stayhome #quarantinelife #shilpashetty #besaafbesafe@trusaniz @Mumbai, Maharashtra https://www.instagram.com/p/CAPpIpMFgmt/?igshid=wi3ctutchhqn",2020-05-16 09:54:21+00:00,0,0,#trusaniz #handsanitizer #instagram #instagood #lockdown #staysafe #indiafightscorona #covid19 #stayhome #stayhome #quarantinelife #shilpashetty #besaafbesafe,Mumbai
MotilalOswalPWM,"An insightful and inspirational #webinar session by Dr. @velumania, Creator - @Thyrocare sharing his journey &amp; traits of his #success ,Thryocare’s journey, and his view on #COVID19. #View: https://youtu.be/BHTHftvpuB4 #WinningWithKnowledge #ProudOfMOPrivateWealth",2020-05-16 09:42:22+00:00,10,35,#webinar #success #COVID19 #View #WinningWithKnowledge #ProudOfMOPrivateWealth,Mumbai
Mundra08,"Data shared by @jyotishelar from @THMumbai : As on 12th May, Mumbai's Critical care infrastructure Dedicated #COVID19 hospitals (DCH) Capacity : 3,663 Occupied : 3,496 (95%) DCH (ICU) Capacity : 421 Occupied : 387 (92%) DCHC : ~85% Occupied DCHC (ICU) : 100% Occupied ",2020-05-16 09:41:32+00:00,2,1,#COVID19,Mumbai
nishjamvwal,Where are we going in terms of the future with #covid19 will things come back to normal? Is there a normal anymore? Has life permanently changed? #NishaJamVwal #ZoomConference Tweet @nishjamvwal #KeepTheLockdown #coronaupdatesindia,2020-05-16 09:35:20+00:00,0,7,#covid19 #NishaJamVwal #ZoomConference #KeepTheLockdown #coronaupdatesindia,Mumbai
mayankbhagwat,#Mumbai 1140 policemen from #Mumbai and #Maharashtra have tested #Covid19 positive 10 men have lost their live battling the virus 268 men have recovered 862 (88 officers 774 men) are still under treatment @DGPMaharashtra @AnilDeshmukhNCP @IPS_Association @oiseaulibre3,2020-05-16 09:06:41+00:00,0,1,#Mumbai #Mumbai #Maharashtra #Covid19,Mumbai
vijayrpandey,A small work was done by me for needy people during #Lockdown and it has been recognitsed through Appreciation letter. Thanks everyone. #CoronaWarriorsAward #Covid19 ,2020-05-16 07:39:09+00:00,29,46,#Lockdown #CoronaWarriorsAward #Covid19,Mumbai
jatinjkothari,"3 more #COVID19 cases reported among Central Industrial Security Force (CISF) personnel in the last 24 hours, the total number of cases among the force, across the country is now at 118: #CISF #coronavirus #CoronaUpdatesInIndia #CoronavirusLockdown",2020-05-16 07:14:37+00:00,0,0,#COVID19 #CISF #coronavirus #CoronaUpdatesInIndia #CoronavirusLockdown,Mumbai
sachinmedhekar,Anniversary celebrations In times of #COVID19 at #covidmumbai #Covid_19india,2020-05-16 06:12:54+00:00,1,2,#COVID19 #covidmumbai #Covid_19india,Mumbai
hwctindia,Water in Holy river of #Ganga sparking clean due to #Lockdown and no visitors! Fishes clearly enjoying the clean water and no #pollution! Truely loving it ! Please #like and #follow our page! http://www.human-welfare.org #nature #hwct #birds #corona #covid19 #peace,2020-05-16 06:12:36+00:00,1,4,#Ganga #Lockdown #pollution #like #follow #nature #hwct #birds #corona #covid19 #peace,Mumbai
KapilSewani,Pseudo intellectuals are killing the economy #COVID19,2020-05-16 05:44:15+00:00,0,0,#COVID19,Mumbai
Mundra08,"https://m.economictimes.com/news/company/corporate-trends/india-incs-traditional-csr-may-end-up-in-containment/articleshow/75541815.cms ""Near &amp; medium-term focus of India’s CSR donors will be #COVID19 &amp; funding for traditional CSR activity will be severely impacted.( by 30-60%). Article by @Kiran_ET on 5th May. Sir, other areas of #publichealth will also get affected. Cc :@hegde_aparna",2020-05-16 05:40:18+00:00,1,3,#COVID19 #publichealth,Mumbai
VidyutMShah,Why distance our self socially? We need #PhysicalDistancing and not #SocialDistancing in fight against #Covid19. @ndtv @ZeeNews @ABPNews @CatchNews @republic @indiatvnews @aajtak @,2020-05-16 05:29:45+00:00,0,0,#PhysicalDistancing #SocialDistancing #Covid19,Mumbai
IamRitzBitzz05,What and why is this happening??? Why aren’t these people in masks and gloves? If this is to eradicate #COVID19 May the Almighty save them! ,2020-05-16 04:27:43+00:00,0,1,#COVID19,Mumbai
CVmagazine,Never an easy decision to make. @JCBmachines restructures with demands for its machines falling by half in #COVID19 ,2020-05-16 03:31:13+00:00,0,1,#COVID19,Mumbai
niteeen4,"It's a blessing to moderate session on issues of #MSME with Brahma, Vishnu &amp; Mahesh of the subject @aajtak @BJP4India @ZeeBusiness @PTI_News @PIB_India @ZeeNews @TimesNow @Manisha3005 #MSMEs #webinar #COVID19 – at Mumbai",2020-05-16 03:17:30+00:00,1,4,#MSME #MSMEs #webinar #COVID19,Mumbai
Gautamjaluka,@MumbaiPolice @CMOMaharashtra @DGPMaharashtra @OfficeofUT @PMOIndia @HMOIndia @WHO #COVID2019india #COVID19 so why we are House arrest last 60 days ?? ,2020-05-16 02:50:37+00:00,0,0,#COVID2019india #COVID19,Mumbai
IAnuragChand,"Good Morning!! Just going through the news on @abpmajhatv at 7 AM. The news shown about #NaviMumbai has some corrections. The total cases of #covid19 is 1,048 but on @abpmajhatv it’s showing as 10,048 kindly correct. #StayHome #StaySafe Thanks.",2020-05-16 01:43:03+00:00,0,0,#NaviMumbai #covid19 #StayHome #StayHome #StaySafe,Mumbai
santoshiitbhu,"#COVID19 Timely warning from the Oracle, T N Ninan in his weekend musings: https://www.business-standard.com/article/opinion/covid-19-big-picture-brace-for-a-disaster-much-bigger-than-you-expected-120051501271_1.html @bsindia Brace for a disaster much bigger than you expected.",2020-05-16 01:19:42+00:00,0,0,#COVID19,Mumbai
sdutta2911,Most unfortunate Fallout of #covid19 #WuhanVirus #layoffs not sure what the situation is @Uber Indian operations,2020-05-15 20:46:05+00:00,0,1,#covid19 #WuhanVirus #layoffs,Mumbai
syedzama172,Shri @RahulGandhi ji will be addressing a Press Conference today (16th May) at 12 PM #Pressconference #RahulGandhi #Congress #IndiaFightsCorona #COVID19,2020-05-15 19:21:47+00:00,0,0,#Pressconference #RahulGandhi #Congress #IndiaFightsCorona #COVID19,Mumbai
prasenjit_dbroy,"Rule #1: Never Set It To 2020 Rule #2: Don't Forget Rule #1 #BackToTheFuture #DeLorean #DMC #McFly #Memes #Coronavirus #COVID19 #Pandemic to #Endemic @Mumbai, Maharashtra https://www.instagram.com/p/CAOE41zFFzO/?igshid=1wt1xnrfmxt6l",2020-05-15 19:17:36+00:00,0,1,#BackToTheFuture #DeLorean #DMC #McFly #Memes #Coronavirus #COVID19 #Pandemic #Endemic,Mumbai
amtmindia,55 days in a row. We are way stronger than #covi̇d19 Your support is making us fill empty stomachs. Donate via http://www.amtmindia.org/donate/ Or Gpay : 9819380310 – at Animals Matter To Me,2020-05-15 17:58:28+00:00,7,35,#covi,Mumbai
GPendkalkar,"In this world of ours, the sparrow must live like a hawk if he is to fly at all. Hayao Miyazaki #Canon #gpgraphi #birds #wildlifephotography #COVID19 #Lockdown3",2020-05-15 16:40:46+00:00,3,5,#Canon #gpgraphi #birds #wildlifephotography #COVID19 #Lockdown3,Mumbai
atulk2007,hope sanity prevails and #Mumbai is not subject to full #Lockdown4 ! time to learn to live with #COVID19 than believe extension will make it disappear ! Else more people will perish for non Covid reasons ! @PMOIndia @OfficeofUT @milinddeora @narendramodi @hvgoenka @anandmahindra,2020-05-15 16:38:41+00:00,0,0,#Mumbai #Lockdown4 #COVID19,Mumbai
LedwaniSaahil,"Lockdown 4.0 or not we still have to fight against #covid19 Stay safe, stay healthy #covid_19 #coronavirus #pandemic2020 #stayawaybuttogether #socialdistancing #lockdown2020 #mumbaiquarantine #lockdownmumbai… https://www.instagram.com/p/CANx9t-njC-/?igshid=hasntdybwssc",2020-05-15 16:32:14+00:00,0,0,#covid19 #covid_19 #coronavirus #pandemic2020 #stayawaybuttogether #socialdistancing #lockdown2020 #mumbaiquarantine #lockdownmumbai,Mumbai
AnishChavan13,"As we lose ourselves in the service of others, we discover our own lives and our own happiness. #ppekit #COVID19 #covid19india #coronavirusprevention #covidwarriors #letsfightagainstcorona #WarAgainstVirus #socialworker #youngactivist #unyouth #dilsethankyou #Mumbai",2020-05-15 16:26:03+00:00,0,4,#ppekit #COVID19 #covid19india #coronavirusprevention #covidwarriors #letsfightagainstcorona #WarAgainstVirus #socialworker #youngactivist #unyouth #dilsethankyou #Mumbai,Mumbai
dactarnee,This is the part of my new project. We medical officers converted one unused OPD room into an isolation ward for #COVID19 + HCWs Ofc I can't live without my #fairylights #positivehealthcareworkers #vibing with my roomie @PurvaRunique – at St. George Hospital,2020-05-15 16:03:43+00:00,23,333,#COVID19 #fairylights #positivehealthcareworkers #vibing,Mumbai
syedzama172,"Coronavirus in India Live Updates: Mumbai reports 933 new Covid-19 cases, 34 deaths; tally reaches 17,512 #CoronaVirusUpdates #COVID19",2020-05-15 15:59:13+00:00,0,0,#CoronaVirusUpdates #COVID19,Mumbai
firozeshakir,#BMC H Ward sanitizing Containment building Highland Court A off #BandraReclamation. #COVID19 #coronavirus,2020-05-15 15:58:05+00:00,0,0,#BMC #BandraReclamation #COVID19 #coronavirus,Mumbai
mayankbhagwat,#COVID19 #Maharashtra #Pune Rapid Action Force part of CAPF #Flag march #SahakarNagar @CMOMaharashtra @aparanjape @CPPuneCity,2020-05-15 15:56:49+00:00,3,6,#COVID19 #Maharashtra #Pune #Flag #SahakarNagar,Mumbai
ajaydamle,@mybmc @mybmcWardT @OfficeofUT @WHO @PMOIndia #MyBMc commissioner sir inspite of many twits regular sterilisation and fogging is not happening in our society Mulund East area BMC not sees to be serious about people’s health issue on account of #COVID19 ,2020-05-15 15:38:08+00:00,0,0,#MyBMc #COVID19,Mumbai
VandanaLalwani7,Say NO to DOMESTIC VIOLENCE ! Many women under lockdown for #covid19 face domestic violence where they should be safest-in their homes! DON'T MASK YOUR ABUSE! Domestic violence whatsapp number 7217735372 @NCWIndia #lockdownondomesticviolence #lockdownmeinlockup,2020-05-15 15:16:34+00:00,0,3,#covid19 #lockdownondomesticviolence #lockdownmeinlockup,Mumbai
MBTheGuide,#BreakingNews #Mumbai 44 deaths and 933 positive cases reported @DeccanHerald #COVID19,2020-05-15 15:02:13+00:00,1,1,#BreakingNews #Mumbai #COVID19,Mumbai
MohittRijwani,@narendramodi 20 lakh crore mein to kuchh nahin mila per at least EMI ke liye thoda time aur extend kar dete to achcha hota.#COVID2019india #COVID19 #GoBJPGoCorona #EMIMoratorium #CoronaInMaharashtra #rbigovernor #RBI #rbipolicy @RBI,2020-05-15 14:38:19+00:00,0,1,#COVID2019india #COVID19 #GoBJPGoCorona #EMIMoratorium #CoronaInMaharashtra #rbigovernor #RBI #rbipolicy,Mumbai
stahakazmi,These days made me realise how badly I want that #COVID19 has to be ended before Muharram ,2020-05-15 14:20:39+00:00,0,2,#COVID19,Mumbai
DrSubhasree,AUTHENTIC information on #COVID19 by @WHO academy via mobile application. This is a fantastic news to access CREDIBLE information. @UN @UNESCO @UNDP @SDG2030 @ICMRDELHI @MoHFW_INDIA,2020-05-15 14:02:24+00:00,1,4,#COVID19,Mumbai
bhavikjain6,In the ongoing crisis of #COVID19 Mira bhayander witnessed a Simple and Social Distance maintaing wedding @kakadedeep Tysm for the small coverage of it https://youtu.be/-nFQYADBls8 @narendramodi @CMOMaharashtra @connectGEETA @iNarendraMehta,2020-05-15 13:36:31+00:00,0,1,#COVID19,Mumbai
realcoffeeman,Is the sky still blue and the grass green? #COVID19 ,2020-05-15 13:25:28+00:00,0,0,#COVID19,Mumbai
sirajnoorani,"69 new #COVID19 cases reported in #Karnataka between 5 pm yesterday &amp; 5 pm today. Total number of cases in the state is now at 1056, including 480 discharges &amp; 36 deaths: State Health Department",2020-05-15 12:31:59+00:00,0,0,#COVID19 #Karnataka,Mumbai
sirajnoorani,"13 more cases of #COVID19 have been reported in #Bihar, taking the total number of cases to 1012: Sanjay Kumar, State Principal Health Secretary",2020-05-15 12:31:43+00:00,0,2,#COVID19 #Bihar,Mumbai
sirajnoorani,"16 new positive #COVID19 cases reported in state today, taking the total number of cases to 576 and active cases to 80: #Kerala Chief Minister Pinarayi Vijayan",2020-05-15 12:31:05+00:00,0,1,#COVID19 #Kerala,Mumbai
j2jena,This shows why #Mumbai is the worst hit city due to #COVID19 in #India and the day is not far when govt. @CMOMaharashtra @AUThackeray @INCMumbai @MumbaiNCP also would need Indian Army &amp; CRPF in addition to the @MumbaiPolice to force everyone stay inside home &amp; complete shutdown.,2020-05-15 12:24:25+00:00,0,0,#Mumbai #COVID19 #India,Mumbai
sirajnoorani,"Two more people have tested positive for #COVID19 in #Jharkhand, taking the total number of cases to 205: Nitin Madan Kulkarni, State Health Secretary",2020-05-15 11:56:25+00:00,0,0,#COVID19 #Jharkhand,Mumbai
sirajnoorani,"Supreme Court decides that five benches, ordinarily comprising 3 judges, will take up all kinds of pending and fresh matters, including urgent ones, through video conferencing starting from May 18 till June 19 - continuing its work during summer vacation. #COVID19",2020-05-15 11:49:37+00:00,0,1,#COVID19,Mumbai
sirajnoorani,"One more person has been tested positive for #COVID19 in #Uttarakhand, taking the total number of cases to 79 out of which 28 cases are active: Uttarakhand Health Department",2020-05-15 11:48:41+00:00,0,1,#COVID19 #Uttarakhand,Mumbai
sirajnoorani,"Border Security Force (#BSF) has reported 11 new #COVID19 positive cases in the last 24 hours. Since yesterday, 13 (#Tripura-10, #Delhi -03) BSF personnel have been discharged from hospital after testing negative for the virus: BSF",2020-05-15 11:39:44+00:00,0,0,#BSF #COVID19 #Tripura #Delhi,Mumbai
tuhins,"‘हम मोदी को मारेंगे ‘ This is what a 6 year old returning from hospital after #Covid19 treatment, along with family, blurts out. Is this how kids r being indoctrinated 24*7? Ingratitude n perfidy of some ppl n their ilk will always hold them back in life . ",2020-05-15 08:55:12+00:00,4,7,#Covid19,Mumbai
DrSubhasree,"A research letter @CDCgov reported #COVID19 outbreak association with AIR CONDITIONING in a restaurant, #china. Although, the credibility of the research has been criticised. https://wwwnc.cdc.gov/eid/article/26/7/20-0764_article",2020-05-15 08:40:16+00:00,2,2,#COVID19 #china,Mumbai
ShahraDinesh,"With the outbreak of COVID19, regional conflict, extreme weather and economic turbulence has led to unprecedented food security challenges not seen since World War II. (2/3) #Agriculture #Sustainability #Covid19",2020-05-15 08:20:14+00:00,1,3,#Agriculture #Sustainability #Covid19,Mumbai
ShahraDinesh,"In 2019, 135 million people in 55 countries around the world faced acute food insecurity with an additional 183 million people at risk of sliding into acute food insecurity (1/3). #agriculturesupervisorjoining #Sustainability #Covid19",2020-05-15 08:06:36+00:00,0,2,#agriculturesupervisorjoining #Sustainability #Covid19,Mumbai
dactarnee,"#COVID19 revealed another aspect of our society. We relish untouchability-promoting behaviour. Maybe years of casteism engraved it in out very own systems. I was pointed out specifically with a comment ""tumse toh duur hi rehna padega"" A seemingly harmless sentence.But it hurts – at St. George Hospital",2020-05-15 07:58:02+00:00,90,330,#COVID19,Mumbai
Devarchit,"Any data/information on how many Chinese politicians have suffered from #COVID19? How many dead and how many recovered? Anyway, the number of dead—or sacrificed—in #China make it look like one strong move executed well.",2020-05-15 07:05:25+00:00,0,1,#COVID19 #China,Mumbai
abhijeetsawant,61 more #CovidWarriors #PoliceOfficers from Maharashtra have tested positive taking total number of police personnel infected by #Covid19 in #Maharashtra to almost 1100. Police is being stretched to beyond its capacity by this Covid19 outbreak in Maharashtra and #Mumbai,2020-05-15 06:37:49+00:00,0,1,#CovidWarriors #PoliceOfficers #Covid19 #Maharashtra #Mumbai,Mumbai
