User,Text,Date,Retweets,Favorites,HashTags,City
MohammedRajabU6,"@alvorada_palace Respected President of Brazil, I have an idea with which I can bring down the number of #COVID19 cases to ZERO in the entire World within 28 days.Would you please be kind enough to support me? My contact:+918291505479 &amp; E-mail: rajab1972@gmail.com Mumbai, India",2020-06-17 20:04:03+00:00,0,0,#COVID19,Mumbai
MohammedRajabU6,"@NHSuk Respected Sir, I have an idea with which I can bring down the number of #COVID19 cases to ZERO in the entire World within 28 days. Would you please be kind enough to support me? My contact:+918291505479 &amp; E-mail:rajab1972@gmail.com Yours sincerely Rajab Mumbai, India",2020-06-17 19:56:21+00:00,0,0,#COVID19,Mumbai
sanketDevekar,I would like to develop a #COVID19 protection gadget/app with @Google @sundarpichai to prevent from corona,2020-06-17 19:55:17+00:00,0,1,#COVID19,Mumbai
ganeshkhude,#covid19 is #pandemic not epidemic @HuXijin_GT &amp; @WHO at least now don't mislead the world. Get your act right #China,2020-06-17 19:47:38+00:00,1,1,#covid19 #pandemic #China,Mumbai
MohammedRajabU6,"@sachin_rt Respected Sir, I have an idea with which I can bring down the number of #COVID19 cases to ZERO in India within 21 days and complete elimination from the World within 28 days. Would you please be kind enough to support me? My contact:+918291505479 &amp; rajab1972@gmail.com",2020-06-17 19:45:55+00:00,0,0,#COVID19,Mumbai
Anuraag_07,"Not Generalising , All the depression experts yesterday, who were covid experts some days ago are today defence experts ? ( Some of them) Thoughts? #COVID19 #IndiaChinaFaceOff #SSR",2020-06-17 19:44:20+00:00,0,3,#COVID19 #IndiaChinaFaceOff #SSR,Mumbai
virtual_Aakash,"#StopLateralEntry because we have enough people in position of power and authority, who are not necessarily experts at what they are entrusted to do. The #COVID19 experience has shown us that. (Not to mention opening back-door practices in bureaucracy.)",2020-06-17 19:36:23+00:00,2,1,#StopLateralEntry #COVID19,Mumbai
CryoPerSea,"Dudes are literally printing #coronavirus copies, in their labs. Literally like 3D printing or something. Synthetic #COVID19 viruses, built from scratch in the Bay Area, fuel critical research https://www.mercurynews.com/2020/06/17/meet-synthetic-covid-19-viruses-built-from-scratch/ via @mercnews",2020-06-17 19:31:29+00:00,0,0,#coronavirus #COVID19,Mumbai
MohammedRajabU6,"@PMOIndia Respected Your Honour, I have an idea with which I can bring down the number of #COVID19 cases to ZERO in India within 21 days and complete elimination from the World within 28 days. I request you to support me in my mission. My contact:8291505479 &amp; rajab1972@gmail.com",2020-06-17 19:29:01+00:00,0,0,#COVID19,Mumbai
CryoPerSea,Meanwhile in INDIA: #Remdesivir #Favipiravir #actemra #covid19 #dexamethasone https://twitter.com/BBCNews/status/1273240928367624192,2020-06-17 19:22:25+00:00,0,0,#Remdesivir #Favipiravir #actemra #covid19 #dexamethasone,Mumbai
sirajnoorani,"In the last 24 hours, 3 deaths and 28 new #COVID19 positive cases have been reported in #Maharashtra Police; the total number of positive cases rise to 3,689 including 1,033 active cases, 2,611 recoveries and 45 deaths: #MaharashtraPolice",2020-06-17 19:17:50+00:00,0,0,#COVID19 #Maharashtra #MaharashtraPolice,Mumbai
poulamiofficial,First #COVID19 then #galwanvalleyclash Enough is enough. India must take firm actions against China #IndiaChinaFaceOff,2020-06-17 19:12:08+00:00,0,0,#COVID19 #galwanvalleyclash #IndiaChinaFaceOff,Mumbai
Gurujee72,"#HindiCheeniByeBye how much ever we say #BoycottChineseProduct #BoycottChina #boycottchinaproducts #BoycottChinese #BoycottMadeInChina this bloody #ChineseVirus #COVID19 is not going, sala jata hi nahin",2020-06-17 19:11:41+00:00,0,0,#HindiCheeniByeBye #BoycottChineseProduct #BoycottChina #boycottchinaproducts #BoycottChinese #BoycottMadeInChina #ChineseVirus #COVID19,Mumbai
MulundMumbai,#COVID19 #Mulund TWard Bulletin As on 17-06-2020 PDF with detailed information. Courtesy - @mybmcWardT #CoronaUpdates #StaySafe @mumbaimatterz @Lokhandwala_Bom @smart_mumbaikar @WeAreMumbai Link-,2020-06-17 19:10:21+00:00,1,14,#COVID19 #Mulund #CoronaUpdates #StaySafe,Mumbai
in_tradingview,#ASTERDM - #AMSTERDM #BANKNIFTY #NIFTY #NSE #BSE #TRADING #COVID19 #INDIA - TradingView -,2020-06-17 19:10:00+00:00,0,1,#ASTERDM #AMSTERDM #BANKNIFTY #NIFTY #NSE #BSE #TRADING #COVID19 #INDIA,Mumbai
ranjanaidiot,"Wedding@temple dated 14th June, 2020@Mumbai #COVID19 #unlock2.0 Limited stock of wedding pics ",2020-06-17 19:05:52+00:00,0,3,#COVID19 #unlock2,Mumbai
in_tradingview,#ZENSARTECH - #ZENSARTECH #BANKNIFTY #NIFTY #NSE #BSE #TRADING #COVID19 - TradingView - ,2020-06-17 19:00:00+00:00,1,2,#ZENSARTECH #ZENSARTECH #BANKNIFTY #NIFTY #NSE #BSE #TRADING #COVID19,Mumbai
guptaa_ranjeet,Finally Vaccines available. Serious case only. #COVID19 #UK #oxforduniversity #pandemic2020,2020-06-17 18:57:56+00:00,0,0,#COVID19 #UK #oxforduniversity #pandemic2020,Mumbai
firstpost,"#NarendraModi on Wednesday asked states to make full use of the expanded #COVID19 testing capacity, stating that saving lives is a top priority. ",2020-06-17 18:54:23+00:00,4,15,#NarendraModi #COVID19,Mumbai
MumbaiMirror,Missed out on #COVID19 numbers? Take a look- ,2020-06-17 18:52:46+00:00,3,15,#COVID19,Mumbai
ganeshkhude,Don't worry but we will surely beat you with #BoycottChina campaign. About hiding the death cases due to #covid19 to hiding deaths during #IndiaChinaFaceOff at #ladakh only Chinese communist party run media speaks truth. Rest of the world lies? Kindlyshow som ethics in reporting,2020-06-17 18:50:13+00:00,0,0,#BoycottChina #covid19 #IndiaChinaFaceOff #ladakh,Mumbai
COVID19statsMH,"#COVID19 stats for #Maharashtra: Confirmed:1,16,752(+3,307) Active:51,922 Recovered:59,166(+1,315) Deceased:5,651(+114)** 19 Minutes Ago, June 18, 2020, 00:00 IST #IndiaFightsCoronavirus",2020-06-17 18:49:49+00:00,0,0,#COVID19 #Maharashtra #IndiaFightsCoronavirus,Mumbai
LavekarBharati,"Our Volunteers Going Society to Society, Door to Door in #Versova Constituency &amp; Distributing Free Homeopathy Medicine a #Immunity Booster for health and to fight against this Pandemic #CoronaVirus Infection. #FightAgainstCorona #COVIDUpdates #CoronaVirusUpdates #COVID19 ",2020-06-17 18:48:46+00:00,8,20,#Versova #Immunity #CoronaVirus #FightAgainstCorona #COVIDUpdates #CoronaVirusUpdates #COVID19,Mumbai
LavekarBharati,"Our Volunteers Going Society to Society, Door to Door in #Versova Constituency &amp; Distributing Free Homeopathy Medicine a #Immunity Booster for health and to fight against this Pandemic #CoronaVirus Infection. #FightAgainstCorona #COVIDUpdates #CoronaVirusUpdates #COVID19 ",2020-06-17 18:45:08+00:00,6,14,#Versova #Immunity #CoronaVirus #FightAgainstCorona #COVIDUpdates #CoronaVirusUpdates #COVID19,Mumbai
shrawan009,Corona virus is nothing it just for fooling common man .#COVID19 #SocialDistancing,2020-06-17 18:41:35+00:00,0,0,#COVID19 #SocialDistancing,Mumbai
LavekarBharati,"Our Volunteers Going Society to Society, Door to Door in #Versova Constituency &amp; Distributing Free Homeopathy Medicine a #Immunity Booster for health and to fight against this Pandemic #CoronaVirus Infection. #FightAgainstCorona #COVIDUpdates #CoronaVirusUpdates #COVID19 ",2020-06-17 18:40:57+00:00,4,14,#Versova #Immunity #CoronaVirus #FightAgainstCorona #COVIDUpdates #CoronaVirusUpdates #COVID19,Mumbai
Darshan_DT7,Buy : Glenmark Pharma Limited @395-400 Target : 450/500/600+ Add More on Dips @350/300 (Holding : 6M to 12M) #GLENMARK #investing #COVID19 ,2020-06-17 18:40:40+00:00,1,3,#GLENMARK #investing #COVID19,Mumbai
pbansal3,"17-June India New tests:- 1.63 L, #COVID19 positive - 12.8K =&gt; +ve ratio for the day = 7.8% CFR =3.3% @AshwiniBhide @CMOMaharashtra Step up testing in key metros. The +ve rate needs to be under 3% b4 eco activity can resume. Higher GST collection if +ve ratio &lt; 3%.",2020-06-17 18:39:00+00:00,0,0,#COVID19,Mumbai
AbhayStarLord,#ottnews #DisneyPlus #disneyplushotstar #COVID19 @NetflixIndia @ZEE5Premium @PrimeVideoIN watch my tweet @VICE @ANI @ZeeNews @ABPNews @IMDb @imdbpro @IMDbTV @HBO,2020-06-17 18:30:17+00:00,0,0,#ottnews #DisneyPlus #disneyplushotstar #COVID19,Mumbai
MumbaiMirror,"Private secretary in @CMOTamilNadu's office, Inspector of police die of #COVID19 in Chennai. ",2020-06-17 18:26:23+00:00,4,20,#COVID19,Mumbai
femoriofficial,"Dr. Karishma is a Dermatologist, Cosmetologist, Trichologist and Hormone Specialist (PCOS) Get beauty tips with our Expert @skinhair_expert on our upcoming Live Session on Insta https://www.instagram.com/femoriofficialpage/ #livestream #skincare #hair #haircare #COVID19 #covid61 #StayHome",2020-06-17 18:23:24+00:00,0,0,#livestream #skincare #hair #haircare #COVID19 #covid61 #StayHome #StayHome,Mumbai
virtualvarun,"COVID-19 INDIA DAILY TRACKER: June 17, 2020 (as of 1400hrs IST) Cases recorded: 345,930+ Deaths recorded: 11,918 Fatality rate: 3.45% Increase since June 16: 2.96% State recording the maximum number of cases: Maharashtra with 113,492 #covid19 #india #data #analysis #trends",2020-06-17 18:20:03+00:00,0,1,#covid19 #india #data #analysis #trends,Mumbai
sach_kannan,“Covid-19” is not over yet.. “DO NOT FORGET”... plzz #covid19 #stayhomestaysafe #stayhomesavelives #SocialDistancing #donotforget,2020-06-17 18:18:12+00:00,0,1,#covid19 #stayhomestaysafe #stayhomesavelives #SocialDistancing #donotforget,Mumbai
VishalSelvan95,Hi @GOVNorway @BMZ_Bund @Irish_Aid @Sida — #COVID19 may trigger a global food crisis and push many more people into extreme hunger. Will you join @karinagould and @CanadaDev in the fight against hunger by investing in the @IFAD Rural Poor Stimulus Facility? #PeopleFoodPlanet,2020-06-17 18:17:05+00:00,0,0,#COVID19 #PeopleFoodPlanet,Mumbai
sirajnoorani,"All DDOs to ensure financial assistance for #COVID19 positive Police personnel in shape of Welfare Relief depending on virus load; also Welfare Loan (refundable) of Rs 1 lakh can be availed by COVID +ve on willingness to be provided by PHQ on DDO's recommendation: PHQ, #Jammu",2020-06-17 18:13:35+00:00,0,0,#COVID19 #Jammu,Mumbai
sirajnoorani,"In view of recent increase of #COVID19 cases &amp; to ensure effective surveillance, it is hereby directed that random testing using RT-PCR pooled sample technique to be done for slum dwellers, vendors/bill collectors, delivery boys of food chains &amp; couriers: Government of #Karnataka",2020-06-17 18:12:43+00:00,0,0,#COVID19 #Karnataka,Mumbai
sirajnoorani,"In last 24 hours, 520 positive cases of #COVID19 and 27 deaths reported in #Gujarat. State tally rises to 25,148 including 17,438 cured/discharged and 1561 deaths: State health department",2020-06-17 18:12:15+00:00,0,0,#COVID19 #Gujarat,Mumbai
latestly,"#WHO Hails #Dexamethasone Treatment For #Coronavirus, Expresses Concerns Over Growing New Cluster in #China #COVID19 #CoronvirusPandemic @WHO",2020-06-17 18:12:03+00:00,0,2,#WHO #Dexamethasone #Coronavirus #China #COVID19 #CoronvirusPandemic,Mumbai
sirajnoorani,"71 #COVID19 positive cases and 148 discharged in #Chhattisgarh today. The total number of positive cases in the state now stands at 1864, including 9 deaths and 1099 discharged: State Control and Command Centre, Government of Chhattisgarh",2020-06-17 18:12:01+00:00,1,0,#COVID19 #Chhattisgarh,Mumbai
sirajnoorani,"43 people found #COVID19 positive out of 1250 samples tested. Majority of them have travel history &amp; others were in contact of COVID-19 patients. Among them, 3 from 34 Bn BSF, 6 from Maharani BSF Camp, 4 from 120 Bn BSF, 26 from 74 BN BSF and 4 civilians: #Tripura CMBiplab Kr Deb",2020-06-17 18:11:47+00:00,0,0,#COVID19 #Tripura,Mumbai
sirajnoorani,"With 2414 #COVID19 positive cases today, #Delhi sees the highest single-day spike in number of cases.",2020-06-17 18:08:43+00:00,0,0,#COVID19 #Delhi,Mumbai
sirajnoorani,"2414 #COVID19 positive cases, 67 deaths and 510 recovered/discharged/migrated in #Delhi today. The total number of positive cases here now stands at 47102, including 1904 deaths &amp; 17457 recovered/discharged/migrated: Government of Delhi",2020-06-17 18:08:25+00:00,1,0,#COVID19 #Delhi,Mumbai
sirajnoorani,"269 #COVID19 positive cases, 1 death and 151 discharged in Telangana today. The total number of positive cases in the state now stands at 5675, including 192 deaths and 3071 discharged: Office of the Director of Public Health and Family Welfare, Government of #Telangana",2020-06-17 18:08:03+00:00,0,0,#COVID19 #Telangana,Mumbai
sirajnoorani,"56 #COVID19 positive cases, 1 death and 30 recovered &amp; discharged today. The total number of positive cases in the state now stands at 1895, including 10 deaths and 1151 recovered &amp; discharged: Government of #Jharkhand",2020-06-17 18:07:31+00:00,0,0,#COVID19 #Jharkhand,Mumbai
kishoresonecha,"#COVID19 you mean #WuhanCoronavirus ????? In other words, #ChinaLiedPeopleDied",2020-06-17 18:06:52+00:00,0,0,#COVID19 #WuhanCoronavirus #ChinaLiedPeopleDied,Mumbai
sirajnoorani,"25 new cases of #COVID19 have been reported in #HimachalPradesh, taking the total number of positive cases to 585. Number of active cases stand at 198.",2020-06-17 18:06:35+00:00,1,0,#COVID19 #HimachalPradesh,Mumbai
latestly,"#Haryana Reports 500 New #COVID19 Cases, State Tally Reaches 8,832 ",2020-06-17 18:04:22+00:00,0,0,#Haryana #COVID19,Mumbai
MohammedRajabU6,"@DrTedros Respected Sir, I have an idea with which I can bring down the number of #COVID19 cases to ZERO in the entire World within 28 days. Would you please be kind enough to support me? My contact:+918291505479 E-mail:rajab1972@gmail.com Yours Sincerely Rajab Mumbai, India",2020-06-17 18:00:27+00:00,0,0,#COVID19,Mumbai
mlaAminPatel,I thank @AmitV_Deshmukh Ji for visiting the 1000 bed #Covid19 Richardson &amp; Crudas facility and giving his input and valuable suggestion. This facility will be operational within a weeks time ! #MumbaiFightsCovid19,2020-06-17 17:53:57+00:00,15,91,#Covid19 #MumbaiFightsCovid19,Mumbai
chitguppi,"Children may be too young to experience clinical symptoms, but they might carry the virus home and infect their elderly parents and much older grand parents. So if any govt or local body shuts schools it should be viewed as a good decision & not as an unreasonable one. #COVID19 ",2020-06-17 17:53:43+00:00,0,0,#COVID19,Mumbai
MohammedRajabU6,"@WHOAFRO Respected Sir, I have an idea with which I can bring down the number of #COVID19 cases to ZERO in the entire World within 28 days. Would you please be kind enough to support me? My contacts:+918291505479 E-mail:rajab1972@gmail.com Mumbai, India Yours sincerely",2020-06-17 17:46:26+00:00,0,0,#COVID19,Mumbai
MohammedRajabU6,"@KremlinRussia_E Respected President of Russia, I want to inform you that I have an idea with which I can bring down the number of #COVID19 cases to ZERO within 28 days in the entire World. Would you please be kind enough to support me? My contact: +918291505479 Mumbai, India",2020-06-17 17:41:19+00:00,0,0,#COVID19,Mumbai
MohammedRajabU6,"@realDonaldTrump Respected President of United States, I want to inform you that I have an idea with which I can bring down the number of #COVID19 cases to ZERO in the entire World within 28 days. Would you please be kind enough to support me? My contacts: +918291505479 Mumbai",2020-06-17 17:35:23+00:00,0,0,#COVID19,Mumbai
alien_mafia07,Have people stopped watching videos about #Covid19 and started watching #normal ones? My news feeds are changing. ,2020-06-17 17:30:48+00:00,0,1,#Covid19 #normal,Mumbai
boomlive_in,"Danika Bueno, a nurse in #Oregon, makes several false claims about adverse health effects brought on by wearing face masks including ""creating a pH imbalance"" in the blood &amp; that wearing a mask will lead to increased face-touching. #FakeNews #COVID19 ",2020-06-17 17:30:00+00:00,3,6,#Oregon #FakeNews #COVID19,Mumbai
MohammedRajabU6,"@WHO Respected Sir, I have an idea with which I can bring down the number of #COVID19 cases to ZERO in the entire World within 28 days. Would you please be kind enough to support me? My contact:+918291505479 E-mail:rajab1972@gmail.com",2020-06-17 17:29:31+00:00,0,0,#COVID19,Mumbai
moneycontrolcom,"India recorded over 3.54 lakh cases of #Covid19 and 11,903 deaths, as per @MoHFW_INDIA. Here's a look at the latest updates of the day. #Coronavirus #CoronavirusIndia #Covid19India",2020-06-17 17:25:00+00:00,1,3,#Covid19 #Coronavirus #CoronavirusIndia #Covid19India,Mumbai
Aniketpujarii,this year is really a #sad year we #lost many people this year aa merea vatan aabaad rahe a really proud of humare sainik who fought hard a grt #Saluteindianarmy #INDIANARMY #Peace #shanti #india #COVID19 #staysafe,2020-06-17 17:19:30+00:00,0,1,#sad #lost #Saluteindianarmy #INDIANARMY #Peace #shanti #india #COVID19 #staysafe,Mumbai
MohammedRajabU6,"@BillGates Respected Sir, I have an idea with which I can bring down the number of #COVID19 case to ZERO in the entire World within 28 days. Would you please be kind enough to support me? My contacts:+918291505479 E-mail:rajab1972@gmail.com Yours sincerely Mumbai, India",2020-06-17 17:17:07+00:00,0,0,#COVID19,Mumbai
AjayJwaraya,"It is high time #Bharat 1). shall #JunkOneChinaPolicy ASAP. 2). Establish political &amp; diplomatic relation with #Taiwan, #Tibet &amp; #HongKong. 3). Give free hand to army along #LAC. 4). Increase #ImportDuty on Chinese goods. 5). State Write Call #Covid19 virus as #ChineseVirus",2020-06-17 17:12:39+00:00,2,2,#Bharat #JunkOneChinaPolicy #Taiwan #Tibet #HongKong #LAC #ImportDuty #Covid19 #ChineseVirus,Mumbai
bharatm,Mumbai COVID-19 Interactive Chart Updated on 17-Jun-20 10:30PM Let's flatten the curve. Click Link below to know more. RT. #StaySafe #Mumbai #Coronavirus #COVID19 #IndiaFightsCoronavirus @mybmc @Maha_MEDD,2020-06-17 17:03:36+00:00,0,0,#StaySafe #Mumbai #Coronavirus #COVID19 #IndiaFightsCoronavirus,Mumbai
TOIMumbai,BMC installs oxygen tanks at its various hospitals and jumbo #COVID19 facilities. #CoronavirusOutbreak #MumbaiFightsCovid19 #BMC,2020-06-17 17:03:11+00:00,66,349,#COVID19 #CoronavirusOutbreak #MumbaiFightsCovid19 #BMC,Mumbai
moneycontrolcom,"#Maharashtra, today, reported 3,307 new #Covid19 cases and 114 deaths, taking the count to 1,16,752 and fatalities to 5,651. Here's more. #Coronavirus #Covid_19 #CoronaInMaharashtra",2020-06-17 17:01:58+00:00,2,10,#Maharashtra #Covid19 #Coronavirus #Covid_19 #CoronaInMaharashtra,Mumbai
latestly,"Raghuvansh Prasad Singh, #RJD Leader, Tests Positive for COVID-19: Reports #Coronavirus #COVID19 #Bihar",2020-06-17 16:50:39+00:00,0,0,#RJD #Coronavirus #COVID19 #Bihar,Mumbai
Metro_Mumbai,"1359 new #COVID19 positive cases and 77 deaths have been reported in #Mumbai today. Total number of cases stand at 61,501 and death toll is at 3242",2020-06-17 16:48:45+00:00,0,2,#COVID19 #Mumbai,Mumbai
MumbaiMirror,"Here's the #COVID19 report of Ulhasnagar, Badlapur and Ambernath. ",2020-06-17 16:42:42+00:00,0,9,#COVID19,Mumbai
OfficialYUVA,"#COVID19 will change the way we work: only through a holistic, integrated approach focused on accountability will we be able to tide over these times. We need to move from relief to rehabilitation &amp; empowerment. Advocacy on housing, labour, planning, governance etc is imp (4/4)",2020-06-17 16:39:45+00:00,1,3,#COVID19,Mumbai
OfficialYUVA,"People's vulnerability is not because of #COVID19 or the lockdown but due to unequal and unjust policies in place, brought in sharp focus now. For us the question never was, yes or no but how? What would be our approach? (2/4)",2020-06-17 16:39:43+00:00,0,1,#COVID19,Mumbai
OfficialYUVA,An insightful discussion on 'Working in the #urban #slums during #COVID19!' @roshnugg highlighted YUVA's #COVID19 relief efforts across the #Mumbai Metropolitan Region for 90+ days &amp; how the pandemic has most impacted vulnerable people and #migrantworkers' rights &amp; dignity. (1/4),2020-06-17 16:39:41+00:00,1,7,#urban #slums #COVID19 #COVID19 #Mumbai #migrantworkers,Mumbai
F3NewsOfficial,"1359 new #Covid19 cases reported in #Mumbai 1359 new positive corona cases and 77 deaths reported Mumbai total: 61,501 positive cases and 3242 deaths Maharashtra total: 1,16,752 positive cases and 5,651 deaths",2020-06-17 16:39:15+00:00,0,0,#Covid19 #Mumbai,Mumbai
boomlive_in,"As cases in Delhi surge, watch how housing societies in Delhi are converting some of their facilities for residents into Covid Care spaces. ""Around 40-50 RWA's in Delhi are doing this,"" says @atulkumargoyal9, United Residents Joint Action. @URJADelhi @govindethiraj #COVID19 ",2020-06-17 16:36:00+00:00,3,7,#COVID19,Mumbai
NavprabhatTimes,Daily Update as of 17-June-2020 6:00 PM #Mumbai #CoronavirusUpdates #Covid19 #coronavirus #Corona,2020-06-17 16:35:54+00:00,4,6,#Mumbai #CoronavirusUpdates #Covid19 #coronavirus #Corona,Mumbai
RajatBajaj9,Dexamethasone does not prevent covid 19 nor is it curative. The study shows that it decreases the intensity of the disease in about 40 percent of the patients. #COVID19,2020-06-17 16:34:53+00:00,1,3,#COVID19,Mumbai
CryoPerSea,"PRECISELY WHY THE #LOCKDOWN shouldn't have been LIFTED. As #Covid19 cases surge, @mybmc's new worry at its hospitals in Mumbai: low #Oxygen pressure https://indianexpress.com/article/cities/mumbai/as-covid-cases-surge-bmcs-new-worry-at-its-hospitals-in-mumbai-low-oxygen-pressure-6462999/ via @IndianExpress",2020-06-17 16:28:01+00:00,0,0,#LOCKDOWN #Covid19 #Oxygen,Mumbai
sirajnoorani,"27 fresh #COVID19 cases have been reported in Goa today; taking the total number of cases to 656. Number of active cases stand at 560: Directorate of Helath Services, #Goa",2020-06-17 16:25:27+00:00,0,0,#COVID19 #Goa,Mumbai
sirajnoorani,"1359 new #COVID19 positive cases and 77 deaths have been reported in #Mumbai today. Total number of cases stand at 61,501 and death toll is at 3242: Brihanmumbai Municipal Corporation (BMC) #Maharashtra",2020-06-17 16:25:02+00:00,0,0,#COVID19 #Mumbai #Maharashtra,Mumbai
sirajnoorani,"#Uttarakhand reports 38 new #COVID19 cases, taking the total number of cases to 2023: State Control Room COVID-19 ",2020-06-17 16:24:45+00:00,0,0,#Uttarakhand #COVID19,Mumbai
AshwiniBhide,#Mumbai #COVID19 latest status at a glance. Today's complete dashboard is available at https://stopcoronavirus.mcgm.gov.in/key-updates-trends,2020-06-17 16:23:36+00:00,43,140,#Mumbai #COVID19,Mumbai
hrtofnation,"1359 new #COVID19 positive cases and 77 deaths have been reported in #Mumbai today. Total number of cases stand at 61,501 and death toll is at 3242 : Brihanmumbai Municipal Corporation (BMC) #Maharashtra - (ANI)",2020-06-17 16:21:50+00:00,0,0,#COVID19 #Mumbai #Maharashtra,Mumbai
