User,Text,Date,Retweets,Favorites,HashTags,City
Sachins887999,Dead Muslim man denied burial by four Muslim Graveyards. Receives a burial at Hindu graveyard. Such news will not be published by mainstream media #COVID19 #coronavirus #lockdown #LockdownExtended #lockdown2020 #Lockdown5point0 #lockdownextension https://www.newindianexpress.com/states/telangana/2020/may/27/muslim-mans-final-journey-turns-arduous-laid-to-rest-in-hindu-cemetery-in-telangana-2148449.amp?__twitter_impression=true,2020-05-30 17:49:21+00:00,1,1,#COVID19 #coronavirus #lockdown #LockdownExtended #lockdown2020 #Lockdown5point0 #lockdownextension,Mumbai
Oinx_roy,What are the chances that the vaccine wll be of Chinese origin? #covid19,2020-05-30 17:44:03+00:00,0,0,#covid19,Mumbai
neha2k7,This pharmaceutical giant can make a breakthrough let's keep the hopes on the hope shown by pfizer. #COVID19 #Pfizer #vaccine #FightagainstCoronavirus #pharmaindustry #disruption #technology #healthcare,2020-05-30 17:25:57+00:00,1,1,#COVID19 #Pfizer #vaccine #FightagainstCoronavirus #pharmaindustry #disruption #technology #healthcare,Mumbai
Sachins887999,@AnilKapoor sir this is getting viral on social media what's your take on this just wanted to know how you handle this kind of things #lockdown #COVID19 #coronavirus,2020-05-30 17:21:43+00:00,1,1,#lockdown #COVID19 #coronavirus,Mumbai
GICLM2017,"The exclusive coverage of ""States Recovering from COVID-19"" by the ""Black & White"" team. Releasing tomorrow. Stay Tuned. #learners #internationalschool #igsceinternational #covid19 #india #savingcountry #garodiaeducation #giclm",2020-05-30 17:08:39+00:00,0,2,#learners #internationalschool #igsceinternational #covid19 #india #savingcountry #garodiaeducation #giclm,Mumbai
madan1512,Yesterday we had a session with one of the popular #RJ of @FeverFMOfficial @RangeeliRuchi and loved her spirit of keeping people engaged n entertained during #COVID19.”Mic On toh Personal life Off” was the take away from that session for any #RJ,2020-05-30 17:00:36+00:00,0,6,#RJ #COVID19 #RJ,Mumbai
harshpareek50,I do not think the US will exit the WHO. However such circumstances can be created so that the all the members countries can pull China out of the WHO. #CoronavirusPandemic #COVID19 @ANI,2020-05-30 16:22:27+00:00,0,2,#CoronavirusPandemic #COVID19,Mumbai
MickyGupta84,Ward wise growth of new #Covid19 cases in Mumbai. The most significant rise seems to be coming from outer areas. Though the highest numbers may not be necessarily from these areas. @ndtv @ndtvindia,2020-05-30 16:12:13+00:00,0,3,#Covid19,Mumbai
tejas_kudale,30 day's to win over #covid19 #Lockdown5 @PMOIndia @CMOMaharashtra @PuneCityPolice @collectorpune1 @COVIDNewsByMIB @IHSgov,2020-05-30 15:57:13+00:00,0,0,#covid19 #Lockdown5,Mumbai
atulk2007,Indian Opposition is losing it.... Comments against #unlockone seem so shallow and without thought ! And on the other hand @AmitShah highlighted need for a united fight against #COVID19 ! Just shows difference in attitude ! #India,2020-05-30 15:51:16+00:00,0,0,#unlockone #COVID19 #India,Mumbai
atulk2007,@PMOIndia @narendramodi @AmitShah Great responses on @IndiaToday interview ! Feel really good to have the current Govt at the centre ! particularly through these times! #COVID19 #indiaunitedagainstcovid #COVID19Pandemic,2020-05-30 15:22:21+00:00,0,0,#COVID19 #indiaunitedagainstcovid #COVID19Pandemic,Mumbai
ramcharan28_,"Thank You!!!! Protect yourself and others. The onus is on us. Together we will fight #COVID19. ""Stay home and Stay safe "" Regards, *Dr.Swati Desai* (Principal) *Vaishali Patankar* (B. Com Co-ordinator) *Anita Yadav* (http://B.Com Night Co-ordinator) Next",2020-05-30 14:47:06+00:00,0,0,#COVID19,Mumbai
VinitJ4,one more day for #lockdown phase 4 to end. what's ahead now? phase 5 or something new? what do you guys think? #Mumbai is still the worst affected! #Mumbai #Maharashtra #mirabhayandar #thane #lockdown #CoronavirusLockdown #COVID19 #coronavirus,2020-05-30 14:33:54+00:00,0,0,#lockdown #Mumbai #Mumbai #Maharashtra #mirabhayandar #thane #lockdown #CoronavirusLockdown #COVID19 #coronavirus,Mumbai
chetanshetty9,Wearing mask while driving can be extremely dangerous @MoHFW_INDIA @PIBHomeAffairs there must be clarification on the same #COVID19 #Lockdown5 #India #facemask,2020-05-30 14:19:18+00:00,1,1,#COVID19 #Lockdown5 #India #facemask,Mumbai
MNCDFbombay,#MNCDFrelief donated 100 units of PPE face shields to the @mybmcWardHW team for it's Frontline warriors &amp; swm workers. We also appreciate the efforts of the Assistant Muncipal Commsioner Mr. Vinayak Vispute &amp; team for their aggressive fight against #Covid19 crises. @VVVispute – at BMC H Ward West,2020-05-30 14:06:30+00:00,28,54,#MNCDFrelief #Covid19,Mumbai
mayankbhagwat,#Covid19 #Lockdown5 #CoronaUpdates #India 1-No restrictions on inter-state and intro-state movements of persons anf goods 2-State to decide based on its assement @artikashuklaias @oiseaulibre3 @astikkp @Mumbaikhabar9 @AUThackeray,2020-05-30 13:46:43+00:00,2,1,#Covid19 #Lockdown5 #CoronaUpdates #India,Mumbai
Imaginarium_Ind,We would like to extend our thanks and Salute to our SuperHeroes @MumbaiPolice @mybmc for serving selflessly on the streets so that we can be safe indoors! #Imaginarium #Covid19 #coronavirus #covid_19india #indiafightscorona #policemen #VocalforLocal #mybmc #MumbaiPolice,2020-05-30 13:33:31+00:00,0,1,#Imaginarium #Covid19 #coronavirus #covid_19india #indiafightscorona #policemen #VocalforLocal #mybmc #MumbaiPolice,Mumbai
mayankbhagwat,#Covid19 #India #Lockdown5 shall continue in #Containment Zones till #June 30 State authorities to demarcate Containment Zoes (( Received on what’s App)),2020-05-30 13:32:57+00:00,0,0,#Covid19 #India #Lockdown5 #Containment #June,Mumbai
OrthodocSurgeon,"And #HealthcareHeroes , workers should not fall to the profit making business models of pvt labs alone, by avoiding regular testing of employees working in #COVID19 #PANDEMIC",2020-05-30 13:21:07+00:00,0,0,#HealthcareHeroes #COVID19 #PANDEMIC,Mumbai
OrthodocSurgeon,"Simply denying testing to such employees, as they are not falling in any particular category will be hazardous to society and citizens of Mumbai as Such, It's my sincere request to all pvt labs operating in #MumbaiFightsCovid19 for #COVID19 @CMOMaharashtra @rajeshtope11 @ndtvA",2020-05-30 13:21:06+00:00,0,0,#MumbaiFightsCovid19 #COVID19,Mumbai
OrthodocSurgeon,"Asymptomatic person can also be a source or viral flu like infection, hence I request to @ICMRDELHI to create guidelines for pvt employees in lab, lab technicians,healthcare staff should be tested for the disease #Covid19 on regular basis, @ProfCong @mybmcHealthDept",2020-05-30 13:21:05+00:00,0,0,#Covid19,Mumbai
OrthodocSurgeon,"Various Healthcare workers are risking their lives by Working for such Pvt labs, these people, lab technicians, sample collection staff are at higher risk of Viral disease , these people should be tested on regular basis, @TOIIndiaNews #Hospital #COVID19 #HealthcareHeroes",2020-05-30 13:21:04+00:00,0,0,#Hospital #COVID19 #HealthcareHeroes,Mumbai
Mundra08,8 American 3 Brazilian 3 Indian companies Alpha Design Technologies Pvt. Ltd. Bharat Forge Ltd. &amp; Medha Servo Drives Pvt. Ltd. get licence to manufacture indigenously developed #ventilators for critical #COVID19 patients. @RojerNath @drdineshias,2020-05-30 11:33:47+00:00,7,23,#ventilators #COVID19,Mumbai
NavprabhatTimes,A Guide to mask use... #Covid19 #StopTheSpread #StayHome #StaySafe #mask,2020-05-30 11:03:25+00:00,1,2,#Covid19 #StopTheSpread #StayHome #StayHome #StaySafe #mask,Mumbai
FoodiesofIndia,"MASALA PAVVV! Finally got my masala pav craving satiated! How do you like your masala pav? #foodiesofindia #mumbai #indianfood #spicy #covid19 @Mumbai, Maharashtra https://www.instagram.com/p/CAzyowHpQ7N/?igshid=zhg10ferx3rt",2020-05-30 10:49:15+00:00,0,0,#foodiesofindia #mumbai #indianfood #spicy #covid19,Mumbai
BJP4MCGM,Data on #ward wise #COVID19 positive cases &amp; growth rate in #Mumbai as on #May 29. #CoronaUpdates #CoronaVirusUpdates,2020-05-30 10:42:23+00:00,0,0,#ward #COVID19 #Mumbai #May #CoronaUpdates #CoronaVirusUpdates,Mumbai
MBTheGuide,#Maharashtra CM @OfficeofUT thank actor #SalmanKhan for distributing sanitizer bottles for police personnel @DeccanHerald #COVID19 #CoronaWarriors #Coronavirus,2020-05-30 10:15:41+00:00,0,1,#Maharashtra #SalmanKhan #COVID19 #CoronaWarriors #Coronavirus,Mumbai
smitadeshmukh,"This thread exposes the spin on #Mumbai #covid19 cases. You can convince a few editors at Mayor's bungalow over a chitty chat, but people are buying this. Exodus from Mumbai is real #MaharashtraFightsCorona",2020-05-30 09:16:31+00:00,20,56,#Mumbai #covid19 #MaharashtraFightsCorona,Mumbai
iam_Iogesh,Your 6 month moratorium is useless madam! We are into huge loss. #NirmalaSitharaman #COVID19 #IndianEconomy,2020-05-30 09:15:30+00:00,0,0,#NirmalaSitharaman #COVID19 #IndianEconomy,Mumbai
seeknsave,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-spitting-smoking-to-bring-6-months-jail-repeat-offence-2-years/articleshow/76101054.cms Sad that it’s taken a #pandemic #COVID19 to ban spitting in #Mumbai - this city is like one big spittoon.,2020-05-30 08:08:00+00:00,1,3,#pandemic #COVID19 #Mumbai,Mumbai
DrSubhasree,@vinayverma99 @RaviScalpel @SukanyaDr #COVID19 is our hottest topic. Look where we stand in achieving global goals in maternal &amp; child nutrition. Scary future.,2020-05-30 06:20:16+00:00,0,2,#COVID19,Mumbai
KapilSewani,Before buying a product #justask Where Was It Made? #BoycottChineseProducts #Covid19,2020-05-30 06:15:28+00:00,0,0,#justask #BoycottChineseProducts #Covid19,Mumbai
sirajnoorani,"In last 24 hours, 114 police personnel have tested positive for #Coronavirus in #Maharashtra and 1 personnel has died due to the virus. The total number of #COVID19 infected personnel is now 2,325 in the state and 26 have died so far: #MaharashtraPolice",2020-05-30 05:38:08+00:00,1,1,#Coronavirus #Maharashtra #COVID19 #MaharashtraPolice,Mumbai
sirajnoorani,49 new #COVID19 positive cases have been reported in the state till 10:30 am today; taking the total number of cases to 8414. Death toll stands at 185 after one death was reported today: #Rajasthan Health Department,2020-05-30 05:32:18+00:00,0,1,#COVID19 #Rajasthan,Mumbai
mayankbhagwat,#Covid19 #Maharashtra @DGPMaharashtra Positive cases #Mumbai @MumbaiPolice Active Cases- 1330 175 officers and 1155 men Dead- 26 Attack on #HealthcareHeroes 43 #Doctors #Nurses #Police injured 86 @docbhooshan @WHO @doctorsoumya @AUThackeray @AnilDeshmukhNCP @Mumbaikhabar9,2020-05-30 05:15:51+00:00,4,2,#Covid19 #Maharashtra #Mumbai #HealthcareHeroes #Doctors #Nurses #Police,Mumbai
sirajnoorani,#Odisha reports 96 new #COVID19 positive cases; taking the total number of cases to 1819. Active cases stand at 833: State Health Department. ,2020-05-30 04:59:46+00:00,0,0,#Odisha #COVID19,Mumbai
SaferRoadsSquad,Personnel engaged at work / supervising to wear complete PPE (noticed individuals without helmet). Face masks too is compulsory. #COVID19,2020-05-30 04:20:33+00:00,3,2,#COVID19,Mumbai
sirajnoorani,"Highest spike of 7,964 new #COVID19 cases and 265 deaths in the last 24 hours in #India. Total number of cases in the country now at 1,73,763 including 86422 active cases, 82370 cured/discharged/migrated and 4971 deaths: Ministry of Health and Family Welfare",2020-05-30 03:53:55+00:00,0,0,#COVID19 #India,Mumbai
MBTheGuide,#IMPORTANT #COVID19 #Monsoon plan in #Mumbai &amp; #Maharashtra Massive plan in place @DeccanHerald,2020-05-30 01:10:26+00:00,3,2,#IMPORTANT #COVID19 #Monsoon #Mumbai #Maharashtra,Mumbai
katyalnikhil,@projectmumbai1 is providing an essential service as well. Giving the much needed direction &amp; info to the non-covid patients. Please extend the non-covid beds availability information to the adjoining Mira Road - Bhayandar area as well. #Covid19 #lockdown #NonCovid,2020-05-29 19:53:08+00:00,0,0,#Covid19 #lockdown #NonCovid,Mumbai
sirajnoorani,"1437 new positive cases of #COVID19 &amp; 38 deaths reported today; the total number of positive cases in #Mumbai is now 36,710: Municipal Corporation Greater Mumbai",2020-05-29 18:43:45+00:00,0,0,#COVID19 #Mumbai,Mumbai
sirajnoorani,The total number of #COVID19 positive cases in Assam now stands at 1024: #Assam Health Minister Himanta Biswa Sarma,2020-05-29 18:42:33+00:00,0,0,#COVID19 #Assam,Mumbai
sirajnoorani,"302 new #COVID19 positive cases and 11 deaths reported in last 24 hours in #Pune district; total in the city reaches 7,314, including 321 deaths.",2020-05-29 18:40:08+00:00,1,2,#COVID19 #Pune,Mumbai
amitbsaraswat,"We have been distributing homoeopathy medicine Ars Alb 30 free of cost as a immunity booster against #Covid19 in Mumbai and vicinity, though we can fulfill requests throughout India.",2020-05-29 18:22:42+00:00,2,3,#Covid19,Mumbai
BombayVintage_,We have recorded 264 deaths today. Probably the highest single day deaths. #covid19 RIP,2020-05-29 17:10:09+00:00,0,1,#covid19,Mumbai
pratik1357,"From the PMO to FM Nirmala Sitharaman, Khadi masks are in vogue during Covid-19 https://retail.economictimes.indiatimes.com/news/apparel-fashion/apparel/from-the-pmo-to-fm-nirmala-sitharaman-khadi-masks-are-in-vogue-during-covid-19/76027503 via @EtRetail #Lockdown #Covid19 #Masks #FaceMasks #Khadi #India",2020-05-29 15:51:56+00:00,0,0,#Lockdown #Covid19 #Masks #FaceMasks #Khadi #India,Mumbai
disha2791,MIRROR NOW INVESTIGATION Nearly 500 critical #covid19 patients are on the waiting list in top hospitals of #Mumbai #MirrorNow #CoronavirusLockdown @mybmc @AUThackeray,2020-05-29 15:49:23+00:00,1,7,#covid19 #Mumbai #MirrorNow #CoronavirusLockdown,Mumbai
swadeshLokmat,"महाराष्ट्र लढणार अन् जिंकणारही The current count of #COVID19 patients in the state is 62228. Today, newly 2682 patients have been identified as positive. Also newly 8381 patients have been cured today. Total Active patients are 33124, Informed Home Minister @rajeshtope11",2020-05-29 15:40:36+00:00,0,2,#COVID19,Mumbai
rahul2506,India COVID-19 patients saw record 10k cases recovered in a single day. Lets focus on #postivity &amp; #hope #Covid_19india #covid19 #IndiaFightsCorona,2020-05-29 15:35:35+00:00,0,6,#postivity #hope #Covid_19india #covid19 #IndiaFightsCorona,Mumbai
satejss,"Set 04 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:10:45+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai
satejss,"Set 03 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:10:09+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai
satejss,"Set 02 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:09:36+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai
satejss,"Set 01 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:09:12+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Mumbai
keshav_murugesh,#AI-led #robots capable of sorting recyclable material are helping recycling facilities to continue operations amid the #COVID19 crisis. https://bit.ly/3gxJjZ4 @mashable #Robotics #BusinessContinuity,2020-05-29 14:57:31+00:00,3,13,#AI #robots #COVID19 #Robotics #BusinessContinuity,Mumbai
satejss,Commuters get into a BEST bus at a stop.... . @satejss . #satejshinde #midday #news #COVID19 #Lockdown4 #commuters #bestbus #busstop – at Thakur Complex Flyover,2020-05-29 14:53:30+00:00,0,0,#satejshinde #midday #news #COVID19 #Lockdown4 #commuters #bestbus #busstop,Mumbai
MBTheGuide,#Covid19 death toll in #Maharashtra cross 2000 @DeccanHerald,2020-05-29 14:48:11+00:00,1,0,#Covid19 #Maharashtra,Mumbai
mayankbhagwat,#Covid19 #Maharashtra #GoodNews Highest single day over 8381 patients got discharge informs #Health Min @rajeshtope11 Total discharge- 26997 Case- 62228 Active cases- 33214 Death- 2098 #Mumbai 36932 deaths 1173 discharged 16008 Today 7358 discharged in Mumbai @rdivia,2020-05-29 14:44:42+00:00,2,1,#Covid19 #Maharashtra #GoodNews #Health #Mumbai,Mumbai
jskeshriya,Sir @OfficeofUT we think #Tward doesn’t care to reply why it has stopped daily #COVID19 updates. Pls look in to it @AUThackeray @AshwiniBhide @IqbalSinghChah2 @mybmcWardT,2020-05-29 14:40:23+00:00,1,2,#Tward #COVID19,Mumbai
RamAgar09993502,2/n Society will be starting the work. There are many senior citizens and 1 cancer patient residing in our society. Many labourers will come. In this #Covid19 situation it will not be good.Request your immediate help.Attached the intimation letter copy. – at Patel Shopping Center,2020-05-29 14:28:57+00:00,0,0,#Covid19,Mumbai
dhundur_pravin,"Over 50 healthcare staff at AIIMS tested #COVID19 +ve in 48 hours AIIMS doctors: ""N95 masks &amp; PPEs don't meet even basic MOHFW safety standards. Our voice is met with FIRs, threats &amp; attempts to jeopardise our career. Its not the virus we are worried about its the Govts apathy"" ",2020-05-29 14:25:28+00:00,0,0,#COVID19,Mumbai
bdsampat55,2/n Society will be starting the work. There are many senior citizens and 1 cancer patient residing in our society. Many labourers will come. In this #Covid19 situation it will not be good.Request your immediate help.Attached the intimation letter copy. – at Patel Shopping Center,2020-05-29 14:22:36+00:00,0,0,#Covid19,Mumbai
RamAgar09993502,"@MumbaiPolice @CPMumbaiPolice 2/n In this #Covid19 situation request your support in overcoming this situation. Address: B Building, Patel Shopping Center, Chandavarkar Lane, Borivali West – at Patel Shopping Center",2020-05-29 14:08:16+00:00,0,0,#Covid19,Mumbai
bdsampat55,"@MumbaiPolice @CPMumbaiPolice 2/n In this #Covid19 situation request your support in overcoming this situation. Address: B Building, Patel Shopping Center, Chandavarkar Lane, Borivali West – at Patel Shopping Center",2020-05-29 14:04:07+00:00,0,0,#Covid19,Mumbai
MNCDFbombay,We handed over PPE face shields to the Assistant Muncipal Commsioner of @mybmcWardFN for our BMC Frontline warriors who have been fearlessly combating the #Covid19 pandemic. #MNCDF Being the change ! #MNCDFrelief #MumbaiNorthCentralDistrictForum #AlloverMumbai – at F/North Ward Office Bldg.,2020-05-29 14:00:27+00:00,31,63,#Covid19 #MNCDF #MNCDFrelief #MumbaiNorthCentralDistrictForum #AlloverMumbai,Mumbai
ankkkyyyy,"A troop of monkeys in Meerut, India attacked a lab tech who was walking in the campus of the medical college and snatched away blood samples of 4 patients who had tested positive for the novel coronavirus. #covid19 #coronavirus #StaySafeStayHome",2020-05-29 13:34:11+00:00,0,0,#covid19 #coronavirus #StaySafeStayHome,Mumbai
VU3UJM,Few steps at a time We will defeat #COVID19 with our Almighty helping us always #coronavirus #FridayFeeling,2020-05-29 13:20:03+00:00,0,0,#COVID19 #coronavirus #FridayFeeling,Mumbai
DrSubhasree,One of the best infographics on #COVID19: Projected timeline for treatment &amp; prevention. #COVID19India,2020-05-29 12:27:39+00:00,17,32,#COVID19 #COVID19India,Mumbai
aalokpurohit,"Love the spirit of the city of Dreams. Be it train blasts, terrorist attacks,slum shaming, politics over immigrant workers..and now highest infusion of pandemic - it has been through the worst. & Yet it stands tall and strong, like always #COVID19 #mumbailockdown #mumbaikar",2020-05-29 12:08:44+00:00,1,4,#COVID19 #mumbailockdown #mumbaikar,Mumbai
Harshal_Tank,"Nice try Priyanka, but let’s bring your attention back to the state which is growing strength to strength everyday. #COVID19 @AUThackeray @CMOMaharashtra @mybmc",2020-05-29 11:12:26+00:00,0,0,#COVID19,Mumbai
abhay_j_3609,What has been your one of the biggest learnings from the #COVID19 crisis? @i_RahulJain @EdelweissWM,2020-05-29 10:32:59+00:00,0,1,#COVID19,Mumbai
SimplyBodyTalk,@finkd #CEO and #founder of #Facebook talks about data leak and user privacy issues! Check it out! #MarkZuckerberg #coronavirus #Facebook #FacebookLive #data #cybersecurity #COVID19 #markz https://bit.ly/Facebook_sbt,2020-05-29 10:23:15+00:00,0,0,#CEO #founder #Facebook #MarkZuckerberg #coronavirus #Facebook #FacebookLive #data #cybersecurity #COVID19 #markz,Mumbai
DrSubhasree,"5 herbs & spices - Garlic, ginger, turmeric, ashwagandha & giloy from the house of #Ayurveda to boost immunity, purify blood &amp; prevent infections. Include these during #COVID19 home #Quarantine. Blog by @hthealthshots. #ayurveda4arogyta #nutrition",2020-05-29 10:08:33+00:00,2,6,#Ayurveda #COVID19 #Quarantine #ayurveda4arogyta #nutrition,Mumbai
Palavanews,Understading the Locust attack India. #locust #locustswarm #Palavians #PalavaSamachar #PalavaCity #PalavaDiaries #MumbaiCity #PalavaFightsBack #covid19 #indiafightscorona #indiafightslocustswarm casabellapalava… https://www.instagram.com/p/CAxHUt6nS3W/?igshid=nwesnryxq0om,2020-05-29 09:52:53+00:00,0,0,#locust #locustswarm #Palavians #PalavaSamachar #PalavaCity #PalavaDiaries #MumbaiCity #PalavaFightsBack #covid19 #indiafightscorona #indiafightslocustswarm,Mumbai
VU3UJM,After breakdown of Aviation industry Automobile industry facing the wrath of #COVID19 Unemployment on the peak #Spain #coronavirus,2020-05-29 09:22:30+00:00,0,0,#COVID19 #Spain #coronavirus,Mumbai
RatanSharda55,A touching story of boundless energy of RSS volunteers & #Nurses who rejoin the #COVID19 battle- Thank #RSS for help!: https://www.newsbharati.com/Encyc/2020/5/29/Nurses-fight-Corona.html via @eNewsBharati,2020-05-29 09:03:07+00:00,24,51,#Nurses #COVID19 #RSS,Mumbai
MisfitKudi,"So there is a corona positive patient in my building, 2 floors above me #COVID19",2020-05-29 09:01:27+00:00,0,0,#COVID19,Mumbai
chetanshetty9,This is the problem with most of our people ! Taking undue advantage of facilities ! #MigrantLabourers #COVID19 #MigrantLivesMatter https://shrts.in/XqUd,2020-05-29 08:49:28+00:00,1,2,#MigrantLabourers #COVID19 #MigrantLivesMatter,Mumbai
ayush_plnVanila,Will WFH make hierarchy in corporates even more stronger? There is a an access issue and it in a way prevents ideation and appreciation of quick thinking Q: Will your manager allow you access to top management when you have a difference in opinion? #WFH #COVID19,2020-05-29 08:38:07+00:00,0,1,#WFH #COVID19,Mumbai
shafique_08,"Kya chutiyapa chalu hai ye @republic walo ka, there is disaster's situation going on in country due to pandemic outbreak of #COVID19 &amp; they are doing this comedy, if they want to do comedy then I suggest do little with china too. You are jokers of journalism, shame on you ",2020-05-29 07:42:53+00:00,0,2,#COVID19,Mumbai
DrSubhasree,"So, in India, diabetes was already an epidemic. When #COVID19 started, we were already carrying this title. Our focus has to go back to non communicable diseases, as soon we handle the pandemic.",2020-05-29 07:25:28+00:00,0,2,#COVID19,Mumbai
Kiranrao80,Shouldn't the funds earmarked for the construction of a #statue in #Mumbai now be directed for dealing with the #pandemic? #statue #StatueOfDisplacement #Health #coronavirus #COVID19,2020-05-29 07:12:51+00:00,2,4,#statue #Mumbai #pandemic #statue #StatueOfDisplacement #Health #coronavirus #COVID19,Mumbai
Mundra08,"Mumbai has total 24 administrative wards (W) having 33,835 #covid19 +ve cases &amp; 9,054 discharges (Cured- 27%), as on 27th May, 2020. 0-1000 : 9 W 1001-1500 : 4 W &gt;1500+ : 11 W 11 wards having 1500+ cases &amp; 6443 cured :67% of total cases &amp; 71% discharges. Source of data : @mybmc",2020-05-29 06:53:45+00:00,4,8,#covid19,Mumbai
Captaindksingh,*Social distancing 2avoid community spread n keep foremites at bay during self isolation* VANDE MATRAM Jai Ho n Jai Hind *Habit of compromise is always better as it avoids breaking a beautiful relationship* SUBHPRABHATAM N AAPKA DIN SUNDARHO #CoronaWarriors #COVID19 #coronavirus,2020-05-29 06:11:15+00:00,0,0,#CoronaWarriors #COVID19 #coronavirus,Mumbai
bhavikajTOI,"Silver lining : 13 districts in the state have more recoveries than those under treatment for #COVID19 .No test required, discharge policy has pushed the discharge rate of the state to 31%. ",2020-05-29 06:07:03+00:00,1,4,#COVID19,Mumbai
d4rKn1ght,Well it's official... BMC has tagged our area #contaimentzone #covid19 #pandemiclife @Prabhadevi https://www.instagram.com/p/CAwsviolsuiaU3J6WB2KHlrX_jd_OPi7qHUTy80/?igshid=1sl39rzwh3rkz,2020-05-29 06:00:02+00:00,0,0,#contaimentzone #covid19 #pandemiclife,Mumbai
DrSubhasree,Soumya Banerjee’s @Cambridge_Uni correspondence @TheLancetRheum on how Low-middle income countries are suffering in treating autoimmune disorders due to shortage of #hydroxychroloquine amidst #COVID19 pandemic poses the concern on future we are looking at! https://tinyurl.com/ybb5ymwe,2020-05-29 05:57:50+00:00,0,1,#hydroxychroloquine #COVID19,Mumbai
