User,Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,Sentiment
KishoriPednekar,"#AnythingForMumbai @mybmc #covid19 We can't do work from home, we are on the field for you, stay at your home, take care.... At KEM Hospital , Parel , Mumbai @AUThackeray",2020-04-13 08:50:09+00:00,14,98,#AnythingForMumbai #covid19,Mumbai,AnythingForMumbai covid19 We can t do work from home we are on the field for you stay at your home take care At KEM Hospital Parel Mumbai,Neutral
lifeofsang,Today and tomorrow is a public holiday — so I gave myself a holiday from teaching! What a joy be on my mode instead of being on teacher mode! #mymode #teachermode #covid19 #Quarantine #lifeinquarantine,2020-04-13 08:47:56+00:00,0,0,#mymode #teachermode #covid19 #Quarantine #lifeinquarantine,Mumbai,Today and tomorrow is a public holiday so I gave myself a holiday from teaching What a joy be on my mode instead of being on teacher mode mymode teachermode covid19 Quarantine lifeinquarantine,Positive
vijaypawarn,Quarantine Karona | N Kher | Prod. Gibbo x Ferno https://youtu.be/Zj54mLk8860 via @YouTube Good RAP @nkher89 ! Bhanjee ! Indeed we all fighting #COVID19 !,2020-04-13 08:46:28+00:00,0,1,#COVID19,Mumbai,Quarantine Karona N Kher Prod Gibbo x Ferno via Good RAP Bhanjee Indeed we all fighting COVID19,Positive
prinaik,Deadly weapons! Discovery channel can cover this in their next show but of #Futureweapons. #covid19 ,2020-04-13 08:38:13+00:00,0,0,#Futureweapons #covid19,Mumbai,Deadly weapons Discovery channel can cover this in their next show but of Futureweapons covid19,Negative
gnkamat,#COVID19 For more PM CARE FUND GIVE Advance-TAX REBATE (For 5xCOLLECTION +JoB+GDP+5Tri-Eco) POSSIBLE ONLY by EASY TAX-RULE eg MORE TAX-PAYER TO PAY EASY PM CARE=1% On ALL BANK TRANSACTIONS For CASH RECEIVED PAY 1% of RECEIPT PAY Rs.10- above EACH 1000-Daily by Mobile #=TAX a/c#,2020-04-13 08:25:36+00:00,0,0,#COVID19,Mumbai,COVID19 For more PM CARE FUND GIVE Advance TAX REBATE For 5xCOLLECTION JoB GDP 5Tri Eco POSSIBLE ONLY by EASY TAX RULE eg MORE TAX PAYER TO PAY EASY PM CARE 1 On ALL BANK TRANSACTIONS For CASH RECEIVED PAY 1 of RECEIPT PAY Rs 10 above EACH 1000 Daily by Mobile TAX a c,Positive
meraazamir,@OfficeofUT pls advise how to source daily needs such as fruits &amp; vegetables amid #BMC’s unexplained &amp; unjustified actions of blocking regular / smooth supply of essential commodities amidst this #Covid19 #lockdown #CoronaInMaharashtra #MumbaiLockdown #essentialcommodities,2020-04-13 07:51:08+00:00,0,0,#BMC #Covid19 #lockdown #CoronaInMaharashtra #MumbaiLockdown #essentialcommodities,Mumbai,pls advise how to source daily needs such as fruits amp vegetables amid BMC s unexplained amp unjustified actions of blocking regular smooth supply of essential commodities amidst this Covid19 lockdown CoronaInMaharashtra MumbaiLockdown essentialcommodities,Positive
MFCWL,Wish your loved ones a Happy Vaisakhi by maintaining social distancing. We are distant bit our love reaches miles on every occasion. #mahindrafirstchoice #happyvaisakhi #covid19 #stayhome #staysafe,2020-04-13 07:14:54+00:00,5,15,#mahindrafirstchoice #happyvaisakhi #covid19 #stayhome #stayhome #staysafe,Mumbai,Wish your loved ones a Happy Vaisakhi by maintaining social distancing We are distant bit our love reaches miles on every occasion mahindrafirstchoice happyvaisakhi covid19 stayhome staysafe,Positive
foodie_woman_,Heights on desperation - I miss being rejected by auto walas #IndiaFightsCorona #Covid19,2020-04-13 06:54:51+00:00,0,1,#IndiaFightsCorona #Covid19,Mumbai,Heights on desperation I miss being rejected by auto walas IndiaFightsCorona Covid19,Neutral
PriyaTalwar,"@PMOIndia @narendramodi @MEAIndia Sir, pls help. #COVID19 ",2020-04-13 06:46:41+00:00,0,0,#COVID19,Mumbai,Sir pls help COVID19,Neutral
MediaBuzz_PR,.@MadhuraDeshpa10 Looks ethereal in this black outfit. Recent photo shoot by #shivanisurve #keepsmiling - - #MadhuraDeshpande #mondaymantra #marathicelebs #positivity #actress #quarantine #COVID19 #StaySafe #stayathome #SocialDistancing #StayHealthy #indialockdown,2020-04-13 05:43:34+00:00,0,0,#shivanisurve #keepsmiling #MadhuraDeshpande #mondaymantra #marathicelebs #positivity #actress #quarantine #COVID19 #StaySafe #stayathome #stayathome #SocialDistancing #StayHealthy #indialockdown,Mumbai,Looks ethereal in this black outfit Recent photo shoot by shivanisurve keepsmiling MadhuraDeshpande mondaymantra marathicelebs positivity actress quarantine COVID19 StaySafe stayathome SocialDistancing StayHealthy indialockdown,Negative
Dr_IshanThakkar,"Stepping back is regarded as cowardly act; but in the current situation, stepping back is an act of bravery.. By stepping back, you will be that strong link which will give us strength to fight against CORONA. #togetherwecan #COVID19 #BreakTheChain #fightagainstcorona #Corona",2020-04-13 05:42:51+00:00,2,14,#togetherwecan #COVID19 #BreakTheChain #fightagainstcorona #Corona,Mumbai,Stepping back is regarded as cowardly act but in the current situation stepping back is an act of bravery By stepping back you will be that strong link which will give us strength to fight against CORONA togetherwecan COVID19 BreakTheChain fightagainstcorona Corona,Positive
jitendedhia,A small gesture from the jolly family (Shishuvan School - STD 2 Children) to Thanx all who are working day and night for the fight against COVID19 #GoCoronaGo #COVID19 @PMOIndia @CMOMaharashtra @RubikaLiyaquat @ABPNews @MumbaiPolice,2020-04-13 05:31:33+00:00,0,1,#GoCoronaGo #COVID19,Mumbai,A small gesture from the jolly family Shishuvan School STD 2 Children to Thanx all who are working day and night for the fight against COVID19 GoCoronaGo COVID19,Negative
BeingDID40,Can see crowded market in this situation of #COVID19 @mybmc @CMOMaharashtra @MumbaiPolice They r not taking seriously the pandemic – at Amrut Nagar,2020-04-13 05:27:52+00:00,1,9,#COVID19,Mumbai,Can see crowded market in this situation of COVID19 They r not taking seriously the pandemic at Amrut Nagar,Negative
Mitu_2013,No one is immune to #COVID19. Stay home Stay Safe &amp; Stay strong. #20th Day #IndiaLockdown. #IndiaFightsCoronavirus,2020-04-13 05:18:18+00:00,0,0,#COVID19 #20th #IndiaLockdown #IndiaFightsCoronavirus,Mumbai,No one is immune to COVID19 Stay home Stay Safe amp Stay strong 20th Day IndiaLockdown IndiaFightsCoronavirus,Positive
cinema_don,"While most of us are in the safety of our homes, some of us are out there - fighting on the frontlines. They're risking it all, so we can stay safe. #togetherwecan #doncinema #EverydayHeroes #SilentHeroes #COVID19 #coronavirus @narendramodi @MumbaiPolice @mybmc @aajtak @ndtv",2020-04-12 21:29:53+00:00,13,15,#togetherwecan #doncinema #EverydayHeroes #SilentHeroes #COVID19 #coronavirus,Mumbai,While most of us are in the safety of our homes some of us are out there fighting on the frontlines They re risking it all so we can stay safe togetherwecan doncinema EverydayHeroes SilentHeroes COVID19 coronavirus,Positive
Aakashshinde_17,"Zone 7 Starting tomorrow, drone surveillance will be done in mulund,request all citizens to avoid timepass & social gathering on terraces and open spaces in your society. Action will be initiated by @MumbaiPolice @DGPMaharashtra @ShivSena @CMOMaharashtra #Mulund #Mumbai #COVID19 ",2020-04-12 18:23:15+00:00,0,1,#Mulund #Mumbai #COVID19,Mumbai,Zone 7 Starting tomorrow drone surveillance will be done in mulund request all citizens to avoid timepass social gathering on terraces and open spaces in your society Action will be initiated by Mulund Mumbai COVID19,Positive
rais_shk,"Yes, 1 patient has been found positive with #COVID19 in Bhiwandi. I am sharing this so that you don't move out of your houses untill &amp; unless its VERY URGENT. I would request everyone to stay indoor &amp; stay safe. We are closely monitoring the situation &amp; would keep updating.",2020-04-12 17:21:59+00:00,86,373,#COVID19,Mumbai,Yes 1 patient has been found positive with COVID19 in Bhiwandi I am sharing this so that you don t move out of your houses untill amp unless its VERY URGENT I would request everyone to stay indoor amp stay safe We are closely monitoring the situation amp would keep updating,Positive
filmy_foodie,Look forward to seeing every morning @ShamikaRavi's data-backed clariant posts on #Covid19. #IndiaFightsCovid19,2020-04-12 16:53:16+00:00,0,0,#Covid19 #IndiaFightsCovid19,Mumbai,Look forward to seeing every morning s data backed clariant posts on Covid19 IndiaFightsCovid19,Neutral
kbhatt_16,@nsitharaman @nsitharamanoffc if to break the Chain of #Covid19 Lockdown is the only solution then to provide relief &amp; big stimulus package in all Sectors (who ve been supporting Indian Economy) has to be only solution! Act before they Crash to Zero!,2020-04-12 16:34:57+00:00,0,0,#Covid19,Mumbai,if to break the Chain of Covid19 Lockdown is the only solution then to provide relief amp big stimulus package in all Sectors who ve been supporting Indian Economy has to be only solution Act before they Crash to Zero,Positive
jatinjkothari,Important: 151 Govt. Labs for #Covid19 Testing ,2020-04-12 16:25:46+00:00,0,1,#Covid19,Mumbai,Important 151 Govt Labs for Covid19 Testing,Positive
RameshY007,Covid-19 (14th March to 10 April ‘20) #CoronaVirus #ChineseVirus #Covid19 ,2020-04-12 16:17:00+00:00,0,0,#CoronaVirus #ChineseVirus #Covid19,Mumbai,Covid 19 14th March to 10 April 20 CoronaVirus ChineseVirus Covid19,Neutral
mainmastshpmgt,We all shall stand with @PMOIndia @CMOMaharashtra @uddhavthackeray their orders to fight against #COVID19 epidemic.@DGPMaharashtra police shall not spare any voilators/culprits . @IPS_Association @IASassociation #StayHomeStaySafe #Isolation #Isolation is Medicine atpresent,2020-04-12 16:11:51+00:00,0,0,#COVID19 #StayHomeStaySafe #Isolation #Isolation,Mumbai,We all shall stand with their orders to fight against COVID19 epidemic police shall not spare any voilators culprits Association StayHomeStaySafe Isolation Isolation is Medicine atpresent,Neutral
Akashtv1Soni,"A reporter in fire know, is @Thakur_Shivangi Regardless of the dangers of being an on the spot reporter, if lots of people can benefit with some news, she is there to deliver it These 70 odd #COVID19 poor patients got instant help, thanks to her! @justbarundas @nishantchat",2020-04-12 15:39:37+00:00,15,66,#COVID19,Mumbai,A reporter in fire know is Shivangi Regardless of the dangers of being an on the spot reporter if lots of people can benefit with some news she is there to deliver it These 70 odd COVID19 poor patients got instant help thanks to her,Negative
anandaditya,"#LatestUpdate #Maharashtra 217 patients discharged after making full recovery from #coronavirus 221 new #COVID19 cases in #Maharashtra on #Sunday Total: 1982 - Deaths: 22, of which 16 are in #Mumbai #MaharashtraFightsCorona #CoronaVirusUpdates #Mumbai #Pune",2020-04-12 15:25:28+00:00,3,3,#LatestUpdate #Maharashtra #coronavirus #COVID19 #Maharashtra #Sunday #Mumbai #MaharashtraFightsCorona #CoronaVirusUpdates #Mumbai #Pune,Mumbai,LatestUpdate Maharashtra 217 patients discharged after making full recovery from coronavirus 221 new COVID19 cases in Maharashtra on Sunday Total 1982 Deaths 22 of which 16 are in Mumbai MaharashtraFightsCorona CoronaVirusUpdates Mumbai Pune,Positive
23_velu,"But,.in this extreme conditions..it is better to cancel the exams..so that the students will escape from getting affected by the #Covid19..",2020-04-12 15:16:35+00:00,0,0,#Covid19,Mumbai,But in this extreme conditions it is better to cancel the exams so that the students will escape from getting affected by the Covid19,Positive
mumbra_samachar,Mavavitaran defers fixed and demand charges for industrial and commercial consumers for three months #mumbai #maharashtra #coronavirusindiapdate #coronavirus #COVID19 #socialdistancing #lockdown #indian #railways… https://www.instagram.com/p/B-4qtMXh5lq/?igshid=m61raag21bcm,2020-04-12 15:13:23+00:00,0,0,#mumbai #maharashtra #coronavirusindiapdate #coronavirus #COVID19 #socialdistancing #lockdown #indian #railways,Mumbai,Mavavitaran defers fixed and demand charges for industrial and commercial consumers for three months mumbai maharashtra coronavirusindiapdate coronavirus COVID19 socialdistancing lockdown indian railways,Positive
MeNIHALKDALWAI,My new vlog . Do like comment and share https://youtu.be/xtUmXYJwCl4 lockdown2020 #lockdown #quarantinelife #quarantineandchill #quarantine #quarentine #covid #covid19 #corona #coronamemes #corona #coronarender… https://www.instagram.com/p/B-4oPNFJ3uS/?igshid=n6tnfxh2dg4,2020-04-12 14:51:49+00:00,0,0,#lockdown #quarantinelife #quarantineandchill #quarantine #quarentine #covid #covid19 #corona #coronamemes #corona #coronarender,Mumbai,My new vlog Do like comment and share lockdown2020 lockdown quarantinelife quarantineandchill quarantine quarentine covid covid19 corona coronamemes corona coronarender,Positive
jitendradixit,'Mission Dharavi' begins in Mumbai to contain #Covid19 My report. ,2020-04-12 14:29:32+00:00,1,4,#Covid19,Mumbai,Mission Dharavi begins in Mumbai to contain Covid19 My report,Neutral
mumbra_samachar,State Energy minister Dr Nitin Raut lauds the state govt for releasing foodgrains to APL people #mumbai #maharashtra #coronavirusindiapdate #coronavirus #COVID19 #socialdistancing #lockdown #indian #railways… https://www.instagram.com/p/B-4lNzwhj8v/?igshid=1kb4003wvrnk6,2020-04-12 14:25:28+00:00,0,0,#mumbai #maharashtra #coronavirusindiapdate #coronavirus #COVID19 #socialdistancing #lockdown #indian #railways,Mumbai,State Energy minister Dr Nitin Raut lauds the state govt for releasing foodgrains to APL people mumbai maharashtra coronavirusindiapdate coronavirus COVID19 socialdistancing lockdown indian railways,Neutral
nitin84india,China should pay every country billions of dollars as a penalty for misleading and help spreading this #ChineseVirus19 #COVID19,2020-04-12 14:24:25+00:00,1,4,#ChineseVirus19 #COVID19,Mumbai,China should pay every country billions of dollars as a penalty for misleading and help spreading this ChineseVirus19 COVID19,Neutral
Sayad_02,Spurt of #COVID19 cases in Maharashtra despite lockdown. ,2020-04-12 14:14:50+00:00,0,0,#COVID19,Mumbai,Spurt of COVID19 cases in Maharashtra despite lockdown,Neutral
thakursatishh,"@CPMumbaiPolice @MumbaiPolice @mybmc @CMOMaharashtra situation is very bad in area ...If not covered it could be time bomb #covid19 it's horable sir, so please take action ",2020-04-12 13:54:36+00:00,0,0,#covid19,Mumbai,situation is very bad in area If not covered it could be time bomb covid19 it s horable sir so please take action,Negative
_manojmathew_,"‘Hero’ Morning sketch. Stay safe health workers, we with you on this til’ the end of the line #nhs #covi̇d19 #coronavirus #healthworkers #keyworkers #hospital #comicbooks #marvel #dccomics @Mumbai, Maharashtra https://www.instagram.com/p/B-4cQAtJmA-/?igshid=ggzj3xcz5xx8",2020-04-12 13:07:03+00:00,0,0,#nhs #covi #coronavirus #healthworkers #keyworkers #hospital #comicbooks #marvel #dccomics,Mumbai,Hero Morning sketch Stay safe health workers we with you on this til the end of the line nhs covi d19 coronavirus healthworkers keyworkers hospital comicbooks marvel dccomics Maharashtra,Positive
AmitNSakpal,Dear @CMOMaharashtra I urge you and its my humble Request to kindly arrange #Covid19 test for the Citizen of Marol asap.. @AUThackeray @mybmc @zeeshan_iyc @satyajeettambe @rajeshtope11 @bb_thorat,2020-04-12 13:06:30+00:00,0,1,#Covid19,Mumbai,Dear I urge you and its my humble Request to kindly arrange Covid19 test for the Citizen of Marol asap iyc thorat,Positive
shishuvatika,"Wishing you nothing but smiles, sunshine, and lots of sweet treats this Easter day. Shishu Vatika Pre-school wishes you “Happy Easter” . . . #covid19 #washinghands #socialdistancing #quarantine #preschool #kindergarten #kids #daycare #education #school #children",2020-04-12 12:48:07+00:00,0,0,#covid19 #washinghands #socialdistancing #quarantine #preschool #kindergarten #kids #daycare #education #school #children,Mumbai,Wishing you nothing but smiles sunshine and lots of sweet treats this Easter day Shishu Vatika Pre school wishes you Happy Easter covid19 washinghands socialdistancing quarantine preschool kindergarten kids daycare education school children,Positive
harrysuch,http://youtu.be/OV2l4ZmFu_M #MeghalayaPrays A prayer to unite people from all communities to stand in solidarity as we fight together the challenge of #Covid19. May this #Easter bring forth peace and healing to the world.,2020-04-12 12:45:02+00:00,0,3,#MeghalayaPrays #Covid19 #Easter,Mumbai,MeghalayaPrays A prayer to unite people from all communities to stand in solidarity as we fight together the challenge of Covid19 May this Easter bring forth peace and healing to the world,Neutral
care4urheartin,"#HeartDieases can occur anytime, even during this ongoing #covid19 crisis. Do Not Hesitate to consult with your cardiologist immediately when you feel any discomfort. Be #safe at home while maintaining #socialdistance. For consultation call on - 99202-32342 . . . . . . . #covid",2020-04-12 12:19:29+00:00,1,2,#HeartDieases #covid19 #safe #socialdistance #covid,Mumbai,HeartDieases can occur anytime even during this ongoing covid19 crisis Do Not Hesitate to consult with your cardiologist immediately when you feel any discomfort Be safe at home while maintaining socialdistance For consultation call on 99202 32342 covid,Positive
